disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor
Migraine,Acidity,Indigestion,Headache,Blurred And Distorted Vision,Excessive Hunger,Depression,Stomach Pain +  Acidity,"Gerd, Cervical Spondylosis, Dimorphic Hemmorhoids(Piles)",Cbc Test
Migraine,Acidity,Indigestion,Headache,Blurred And Distorted Vision,Excessive Hunger,Stiff Neck,Itching +  Vomiting,"Jaundice, Hypoglycemia, Urinary Tract Infection",Oxygen Saturation
Migraine,Acidity,Indigestion,Headache,Blurred And Distorted Vision,Excessive Hunger,Stiff Neck,Fatigue +  Weight Gain,"Hypothyroidism, Chronic Cholestasis, Osteoarthristis",Chest Pain Pattern
Migraine,Acidity,Indigestion,Headache,Blurred And Distorted Vision,Excessive Hunger,Stiff Neck,Continuous Sneezing +  Shivering,"Allergy, Diabetes",Symptom Duration
Cervical Spondylosis,Back Pain,Weakness In Limbs,Neck Pain,Dizziness,Loss Of Balance,Nausea,Headache +  Chest Pain,"Hypertension , Migraine, Urinary Tract Infection",Platelet Count
Cervical Spondylosis,Back Pain,Weakness In Limbs,Neck Pain,Dizziness,Loss Of Balance,Nausea,Chest Pain +  Dizziness,"Hypertension , Acne, Pneumonia",Cbc Test
Cervical Spondylosis,Weakness In Limbs,Neck Pain,Dizziness,Loss Of Balance,Headache,Nausea,Fatigue +  Cramps,"Varicose Veins, Gerd, Psoriasis",Pcr Confirmation
Cervical Spondylosis,Back Pain,Neck Pain,Dizziness,Loss Of Balance,Headache,Nausea,Itching +  Lethargy,"Hepatitis B, Fungal Infection, Bronchial Asthma",Chest Pain Pattern
Cervical Spondylosis,Back Pain,Weakness In Limbs,Dizziness,Loss Of Balance,Headache,Nausea,Acidity +  Indigestion,"Migraine, Diabetes , Hepatitis E",Breathlessness
Cervical Spondylosis,Back Pain,Weakness In Limbs,Neck Pain,Loss Of Balance,Headache,Nausea,Skin Rash +  Chills,"Dengue, Malaria",Rash Pattern
Cervical Spondylosis,Back Pain,Weakness In Limbs,Neck Pain,Dizziness,Headache,Nausea,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Hypertension , Bronchial Asthma",Oxygen Saturation
Cervical Spondylosis,Back Pain,Weakness In Limbs,Neck Pain,Dizziness,Loss Of Balance,Nausea,Chills +  Vomiting,"Tuberculosis, Jaundice, (Vertigo) Paroymsal  Positional Vertigo",Rash Pattern
Cervical Spondylosis,Weakness In Limbs,Neck Pain,Dizziness,Loss Of Balance,Headache,Nausea,Joint Pain +  Vomiting,"Hepatitis A, Allergy, Paralysis (Brain Hemorrhage)",Cbc Test
Cervical Spondylosis,Back Pain,Neck Pain,Dizziness,Loss Of Balance,Headache,Nausea,Stomach Pain +  Ulcers On Tongue,"Gerd, Dengue, Cervical Spondylosis",Breathlessness
Paralysis (Brain Hemorrhage),Vomiting,Headache,Weakness Of One Body Side,Altered Sensorium,Headache,Nausea,Fatigue +  Weight Loss,"Diabetes , Paralysis (Brain Hemorrhage), Hepatitis B",Platelet Count
Paralysis (Brain Hemorrhage),Vomiting,Headache,Weakness Of One Body Side,Altered Sensorium,Headache,Nausea,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Gerd, Pneumonia",Cbc Test
Paralysis (Brain Hemorrhage),Headache,Weakness Of One Body Side,Altered Sensorium,High Fever,Headache,Nausea,Mood Swings +  Weight Loss,"Hyperthyroidism, Arthritis, Malaria",Platelet Count
Paralysis (Brain Hemorrhage),Vomiting,Weakness Of One Body Side,Altered Sensorium,High Fever,Headache,Nausea,Itching +  Lethargy,"Hepatitis B, Peptic Ulcer Diseae, Tuberculosis",Rash Pattern
Paralysis (Brain Hemorrhage),Vomiting,Headache,Altered Sensorium,High Fever,Headache,Nausea,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Psoriasis, Chicken Pox",Inflammatory Markers
Paralysis (Brain Hemorrhage),Vomiting,Headache,Weakness Of One Body Side,High Fever,Headache,Nausea,Pus Filled Pimples +  Blackheads,"Acne, Allergy, Jaundice",Platelet Count
Paralysis (Brain Hemorrhage),Vomiting,Headache,Weakness Of One Body Side,Altered Sensorium,Headache,Nausea,Continuous Sneezing +  Chills,"Common Cold, Bronchial Asthma, Drug Reaction",Symptom Duration
Paralysis (Brain Hemorrhage),Headache,Weakness Of One Body Side,Altered Sensorium,High Fever,Headache,Nausea,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Hypoglycemia, Drug Reaction",Rash Pattern
Paralysis (Brain Hemorrhage),Vomiting,Weakness Of One Body Side,Altered Sensorium,High Fever,Headache,Nausea,Continuous Sneezing +  Chills,"Common Cold, Malaria, Chronic Cholestasis",Pcr Confirmation
Paralysis (Brain Hemorrhage),Vomiting,Headache,Altered Sensorium,High Fever,Headache,Nausea,Chills +  Vomiting,"Typhoid, Hypertension , Gastroenteritis",Breathlessness
Jaundice,Itching,Vomiting,Fatigue,Weight Loss,High Fever,Yellowish Skin,Burning Micturition +  Foul Smell Of Urine,"Urinary Tract Infection, Varicose Veins, Acne",Breathlessness
Jaundice,Itching,Vomiting,Fatigue,Weight Loss,High Fever,Yellowish Skin,Chills +  Fatigue,"Pneumonia, Allergy, Paralysis (Brain Hemorrhage)",Oxygen Saturation
Jaundice,Vomiting,Fatigue,Weight Loss,High Fever,Yellowish Skin,Dark Urine,Fatigue +  Cramps,"Varicose Veins, Hepatitis B, Paralysis (Brain Hemorrhage)",Cbc Test
Jaundice,Itching,Fatigue,Weight Loss,High Fever,Yellowish Skin,Dark Urine,Skin Rash +  Joint Pain,"Psoriasis, Paralysis (Brain Hemorrhage), Hepatitis A",Travel History
Jaundice,Itching,Vomiting,Weight Loss,High Fever,Yellowish Skin,Dark Urine,Fatigue +  Yellowish Skin,"Hepatitis C, Alcoholic Hepatitis, (Vertigo) Paroymsal  Positional Vertigo",Inflammatory Markers
Jaundice,Itching,Vomiting,Fatigue,High Fever,Yellowish Skin,Dark Urine,Itching +  Vomiting,"Chronic Cholestasis, Migraine, Arthritis",Oxygen Saturation
Jaundice,Itching,Vomiting,Fatigue,Weight Loss,Yellowish Skin,Dark Urine,Vomiting +  Abdominal Pain,"Alcoholic Hepatitis, Dimorphic Hemmorhoids(Piles), Jaundice",Platelet Count
Jaundice,Itching,Vomiting,Fatigue,Weight Loss,High Fever,Dark Urine,Continuous Sneezing +  Shivering,"Allergy, Chicken Pox, Heart Attack",Pcr Confirmation
Jaundice,Itching,Vomiting,Fatigue,Weight Loss,High Fever,Yellowish Skin,Vomiting +  Breathlessness,"Heart Attack, Migraine, Acne",Pcr Confirmation
Jaundice,Itching,Vomiting,Fatigue,Weight Loss,High Fever,Yellowish Skin,Stomach Pain +  Acidity,"Gerd, Hepatitis B, Pneumonia",Platelet Count
Malaria,Chills,Vomiting,High Fever,Sweating,Headache,Nausea,Skin Rash +  High Fever,"Impetigo, Paralysis (Brain Hemorrhage), Psoriasis",Breathlessness
Malaria,Chills,Vomiting,High Fever,Sweating,Headache,Nausea,Joint Pain +  Neck Pain,"Osteoarthristis, Cervical Spondylosis, Gerd",Breathlessness
Malaria,Chills,Vomiting,High Fever,Sweating,Headache,Nausea,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Varicose Veins, Peptic Ulcer Diseae",Inflammatory Markers
Malaria,Vomiting,High Fever,Sweating,Headache,Nausea,Diarrhoea,Cough +  High Fever,"Bronchial Asthma, Hepatitis B, Heart Attack",Rash Pattern
Malaria,Chills,High Fever,Sweating,Headache,Nausea,Diarrhoea,Skin Rash +  Skin Peeling,"Psoriasis, Typhoid, Tuberculosis",Oxygen Saturation
Malaria,Chills,Vomiting,Sweating,Headache,Nausea,Diarrhoea,Acidity +  Indigestion,"Migraine, Osteoarthristis, Allergy",Rash Pattern
Malaria,Chills,Vomiting,High Fever,Headache,Nausea,Diarrhoea,Fatigue +  Weight Loss,"Diabetes , Osteoarthristis",Breathlessness
Malaria,Chills,Vomiting,High Fever,Sweating,Nausea,Diarrhoea,Skin Rash +  Joint Pain,"Psoriasis, Bronchial Asthma, Aids",Platelet Count
Malaria,Chills,Vomiting,High Fever,Sweating,Headache,Diarrhoea,High Fever +  Blister,"Impetigo, Cervical Spondylosis, Dimorphic Hemmorhoids(Piles)",Cbc Test
Malaria,Chills,Vomiting,High Fever,Sweating,Headache,Nausea,Fatigue +  Cramps,"Varicose Veins, Peptic Ulcer Diseae, Malaria",Travel History
Chicken Pox,Itching,Skin Rash,Fatigue,Lethargy,High Fever,Headache,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Chronic Cholestasis, Hepatitis E",Oxygen Saturation
Chicken Pox,Skin Rash,Fatigue,Lethargy,High Fever,Headache,Loss Of Appetite,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Alcoholic Hepatitis, Cervical Spondylosis",Platelet Count
Chicken Pox,Itching,Fatigue,Lethargy,High Fever,Headache,Loss Of Appetite,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Diabetes , Chicken Pox",Oxygen Saturation
Chicken Pox,Itching,Skin Rash,Lethargy,High Fever,Headache,Loss Of Appetite,Fatigue +  Cough,"Bronchial Asthma, Aids, Osteoarthristis",Chest Pain Pattern
Chicken Pox,Itching,Skin Rash,Fatigue,High Fever,Headache,Loss Of Appetite,Chills +  Vomiting,"Tuberculosis, Hepatitis C, Chronic Cholestasis",Travel History
Chicken Pox,Itching,Skin Rash,Fatigue,Lethargy,Headache,Loss Of Appetite,Patches In Throat +  High Fever,"Aids, Typhoid, Pneumonia",Chest Pain Pattern
Chicken Pox,Itching,Skin Rash,Fatigue,Lethargy,High Fever,Loss Of Appetite,Joint Pain +  Neck Pain,"Osteoarthristis, (Vertigo) Paroymsal  Positional Vertigo, Gastroenteritis",Breathlessness
Chicken Pox,Itching,Skin Rash,Fatigue,Lethargy,High Fever,Headache,Joint Pain +  Fatigue,"Hepatitis D, Hypertension , Cervical Spondylosis",Symptom Duration
Chicken Pox,Itching,Skin Rash,Fatigue,Lethargy,High Fever,Headache,Chills +  Vomiting,"Malaria, Heart Attack, Pneumonia",Rash Pattern
Chicken Pox,Itching,Skin Rash,Fatigue,Lethargy,High Fever,Headache,Skin Rash +  Joint Pain,"Psoriasis, Pneumonia, Acne",Pcr Confirmation
Dengue,Skin Rash,Chills,Joint Pain,Vomiting,Fatigue,High Fever,Fatigue +  Weight Loss,"Diabetes , Aids, Gastroenteritis",Breathlessness
Dengue,Skin Rash,Chills,Joint Pain,Vomiting,Fatigue,High Fever,Fatigue +  Mood Swings,"Hyperthyroidism, Varicose Veins, Chronic Cholestasis",Pcr Confirmation
Dengue,Skin Rash,Chills,Joint Pain,Vomiting,Fatigue,High Fever,Vomiting +  Fatigue,"Hypoglycemia, Hepatitis C, Hyperthyroidism",Cbc Test
Dengue,Skin Rash,Chills,Joint Pain,Vomiting,Fatigue,High Fever,Continuous Sneezing +  Chills,"Common Cold, Gastroenteritis, Typhoid",Platelet Count
Dengue,Chills,Joint Pain,Vomiting,Fatigue,High Fever,Headache,Fatigue +  Cramps,"Varicose Veins, Peptic Ulcer Diseae, Diabetes",Platelet Count
Dengue,Skin Rash,Joint Pain,Vomiting,Fatigue,High Fever,Headache,Skin Rash +  Joint Pain,"Psoriasis, Peptic Ulcer Diseae, Gastroenteritis",Rash Pattern
Dengue,Skin Rash,Chills,Vomiting,Fatigue,High Fever,Headache,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Varicose Veins, Bronchial Asthma",Oxygen Saturation
Dengue,Skin Rash,Chills,Joint Pain,Fatigue,High Fever,Headache,Itching +  Vomiting,"Jaundice, Urinary Tract Infection, Malaria",Cbc Test
Dengue,Skin Rash,Chills,Joint Pain,Vomiting,High Fever,Headache,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Paralysis (Brain Hemorrhage), Fungal Infection",Platelet Count
Dengue,Skin Rash,Chills,Joint Pain,Vomiting,Fatigue,Headache,Skin Rash +  Pus Filled Pimples,"Acne, Heart Attack, Varicose Veins",Inflammatory Markers
Typhoid,Chills,Vomiting,Fatigue,High Fever,Nausea,Constipation,Chills +  Fatigue,"Pneumonia, Gerd, Jaundice",Oxygen Saturation
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Constipation,Continuous Sneezing +  Chills,"Common Cold, Drug Reaction, Aids",Breathlessness
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Vomiting +  Dehydration,"Gastroenteritis, Typhoid, Chicken Pox",Rash Pattern
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Muscle Weakness +  Swelling Joints,"Arthritis, Hepatitis E",Breathlessness
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Muscle Weakness +  Stiff Neck,"Arthritis, Bronchial Asthma, Dimorphic Hemmorhoids(Piles)",Platelet Count
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Chills +  Vomiting,"Tuberculosis, Heart Attack, Hepatitis B",Pcr Confirmation
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Fatigue +  Cramps,"Varicose Veins, Heart Attack, Alcoholic Hepatitis",Pcr Confirmation
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Vomiting +  Fatigue,"Hypoglycemia, Aids, Malaria",Oxygen Saturation
Typhoid,Chills,Vomiting,Fatigue,High Fever,Headache,Nausea,Chills +  Vomiting,"Typhoid, Hyperthyroidism, Hepatitis D",Oxygen Saturation
Typhoid,Chills,Fatigue,High Fever,Headache,Nausea,Constipation,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Drug Reaction, Hepatitis B",Breathlessness
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Acidity +  Ulcers On Tongue,"Gerd, Hypoglycemia, Osteoarthristis",Pcr Confirmation
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Joint Pain +  Vomiting,"Hepatitis D, Malaria, Drug Reaction",Platelet Count
Hepatitis A,Vomiting,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Abdominal Pain,Chills +  Vomiting,"Malaria, Bronchial Asthma, Osteoarthristis",Pcr Confirmation
Hepatitis A,Joint Pain,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Abdominal Pain,Fatigue +  Yellowish Skin,"Hepatitis C, Fungal Infection, Drug Reaction",Cbc Test
Hepatitis A,Joint Pain,Vomiting,Dark Urine,Nausea,Loss Of Appetite,Abdominal Pain,Joint Pain +  Vomiting,"Hepatitis A, Fungal Infection, Hepatitis D",Travel History
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Nausea,Loss Of Appetite,Abdominal Pain,Joint Pain +  Vomiting,"Hepatitis E, Psoriasis",Rash Pattern
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Loss Of Appetite,Abdominal Pain,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Gastroenteritis, Drug Reaction",Breathlessness
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Nausea,Abdominal Pain,Continuous Sneezing +  Chills,"Common Cold, Chicken Pox, Aids",Breathlessness
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Itching +  Skin Rash,"Chicken Pox, Hepatitis A, Dengue",Breathlessness
Hepatitis A,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Fatigue +  Cough,"Bronchial Asthma, Pneumonia, Hepatitis D",Cbc Test
Hepatitis B,Itching,Fatigue,Lethargy,Yellowish Skin,Dark Urine,Loss Of Appetite,Skin Rash +  High Fever,"Impetigo, Hepatitis D, Typhoid",Rash Pattern
Hepatitis B,Itching,Fatigue,Lethargy,Yellowish Skin,Dark Urine,Loss Of Appetite,Continuous Sneezing +  Shivering,"Allergy, Hepatitis D, Hepatitis A",Oxygen Saturation
Hepatitis B,Fatigue,Lethargy,Yellowish Skin,Dark Urine,Loss Of Appetite,Abdominal Pain,Muscle Weakness +  Stiff Neck,"Arthritis, Aids, Varicose Veins",Pcr Confirmation
Hepatitis B,Itching,Lethargy,Yellowish Skin,Dark Urine,Loss Of Appetite,Abdominal Pain,Itching +  Skin Rash,"Chicken Pox, Hepatitis D, Arthritis",Platelet Count
Hepatitis B,Itching,Fatigue,Yellowish Skin,Dark Urine,Loss Of Appetite,Abdominal Pain,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Hepatitis B, Gerd",Travel History
Hepatitis B,Itching,Fatigue,Lethargy,Dark Urine,Loss Of Appetite,Abdominal Pain,Skin Rash +  Joint Pain,"Psoriasis, Paralysis (Brain Hemorrhage), Chronic Cholestasis",Rash Pattern
Hepatitis B,Itching,Fatigue,Lethargy,Yellowish Skin,Loss Of Appetite,Abdominal Pain,Fatigue +  Weight Loss,"Diabetes , Acne",Oxygen Saturation
Hepatitis B,Itching,Fatigue,Lethargy,Yellowish Skin,Dark Urine,Abdominal Pain,Vomiting +  Sunken Eyes,"Gastroenteritis, Aids, Hepatitis A",Inflammatory Markers
Hepatitis B,Itching,Fatigue,Lethargy,Yellowish Skin,Dark Urine,Loss Of Appetite,Vomiting +  Loss Of Appetite,"Peptic Ulcer Diseae, Hyperthyroidism, Dimorphic Hemmorhoids(Piles)",Inflammatory Markers
Hepatitis B,Itching,Fatigue,Lethargy,Yellowish Skin,Dark Urine,Loss Of Appetite,Chills +  Vomiting,"Malaria, Hepatitis D, Impetigo",Oxygen Saturation
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Family History,Nausea,Chills +  Fatigue,"Pneumonia, Typhoid, Jaundice",Rash Pattern
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Yellowing Of Eyes,Family History,Itching +  Vomiting,"Jaundice, Hypertension , Hypothyroidism",Cbc Test
Hepatitis C,Yellowish Skin,Nausea,Loss Of Appetite,Yellowing Of Eyes,Family History,Nausea,Fatigue +  Bruising,"Varicose Veins, Urinary Tract Infection, Fungal Infection",Inflammatory Markers
Hepatitis C,Fatigue,Nausea,Loss Of Appetite,Yellowing Of Eyes,Family History,Nausea,Itching +  Skin Rash,"Chicken Pox, (Vertigo) Paroymsal  Positional Vertigo, Hepatitis B",Platelet Count
Hepatitis C,Fatigue,Yellowish Skin,Loss Of Appetite,Yellowing Of Eyes,Family History,Nausea,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Drug Reaction, Gerd",Breathlessness
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Yellowing Of Eyes,Family History,Nausea,Skin Rash +  High Fever,"Impetigo, Cervical Spondylosis, Pneumonia",Travel History
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Family History,Nausea,Headache +  Weakness Of One Body Side,"Paralysis (Brain Hemorrhage), Acne, Hepatitis D",Chest Pain Pattern
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Yellowing Of Eyes,Nausea,Vomiting +  Sunken Eyes,"Gastroenteritis, Hepatitis A, Common Cold",Pcr Confirmation
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Yellowing Of Eyes,Family History,Joint Pain +  Vomiting,"Hepatitis D, Paralysis (Brain Hemorrhage), (Vertigo) Paroymsal  Positional Vertigo",Travel History
Hepatitis C,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Yellowing Of Eyes,Family History,Fatigue +  Mood Swings,"Hyperthyroidism, Alcoholic Hepatitis, Dengue",Cbc Test
Hepatitis D,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Nausea,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Hypoglycemia, Psoriasis",Cbc Test
Hepatitis D,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Vomiting +  Breathlessness,"Heart Attack, Malaria, Acne",Rash Pattern
Hepatitis D,Joint Pain,Fatigue,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Paralysis (Brain Hemorrhage), Fungal Infection",Breathlessness
Hepatitis D,Joint Pain,Vomiting,Yellowish Skin,Dark Urine,Nausea,Loss Of Appetite,Joint Pain +  Vomiting,"Hepatitis D, Fungal Infection, Aids",Cbc Test
Hepatitis D,Joint Pain,Vomiting,Fatigue,Dark Urine,Nausea,Loss Of Appetite,Fatigue +  Cramps,"Varicose Veins, Psoriasis, Impetigo",Oxygen Saturation
Hepatitis D,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Nausea,Loss Of Appetite,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Hepatitis E, Chronic Cholestasis",Chest Pain Pattern
Hepatitis D,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Loss Of Appetite,Fatigue +  Cough,"Bronchial Asthma, Hypoglycemia, Hypertension",Oxygen Saturation
Hepatitis D,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Nausea,Skin Rash +  Pus Filled Pimples,"Acne, Tuberculosis, Fungal Infection",Pcr Confirmation
Hepatitis D,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Nausea,Chills +  Vomiting,"Typhoid, Tuberculosis, Alcoholic Hepatitis",Pcr Confirmation
Hepatitis D,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Nausea,Itching +  Skin Rash,"Drug Reaction, Chicken Pox, Peptic Ulcer Diseae",Symptom Duration
Hepatitis E,Joint Pain,Vomiting,Fatigue,High Fever,Yellowish Skin,Dark Urine,Itching +  Skin Rash,"Chicken Pox, Alcoholic Hepatitis, Tuberculosis",Platelet Count
Hepatitis E,Joint Pain,Vomiting,Fatigue,High Fever,Yellowish Skin,Dark Urine,Vomiting +  Breathlessness,"Heart Attack, Dengue, Cervical Spondylosis",Platelet Count
Hepatitis E,Joint Pain,Vomiting,Fatigue,High Fever,Yellowish Skin,Dark Urine,Continuous Sneezing +  Shivering,"Allergy, Drug Reaction, Aids",Rash Pattern
Hepatitis E,Vomiting,Fatigue,High Fever,Yellowish Skin,Dark Urine,Nausea,Skin Rash +  High Fever,"Impetigo, Hepatitis C, Common Cold",Platelet Count
Hepatitis E,Joint Pain,Fatigue,High Fever,Yellowish Skin,Dark Urine,Nausea,Chills +  Fatigue,"Tuberculosis, Hypertension , Fungal Infection",Oxygen Saturation
Hepatitis E,Joint Pain,Vomiting,High Fever,Yellowish Skin,Dark Urine,Nausea,Headache +  Weakness Of One Body Side,"Paralysis (Brain Hemorrhage), Hypertension , Drug Reaction",Chest Pain Pattern
Hepatitis E,Joint Pain,Vomiting,Fatigue,Yellowish Skin,Dark Urine,Nausea,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Common Cold, Aids",Inflammatory Markers
Hepatitis E,Joint Pain,Vomiting,Fatigue,High Fever,Dark Urine,Nausea,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Hyperthyroidism, Hepatitis C",Platelet Count
Hepatitis E,Joint Pain,Vomiting,Fatigue,High Fever,Yellowish Skin,Nausea,Chills +  Vomiting,"Malaria, Arthritis, Tuberculosis",Inflammatory Markers
Hepatitis E,Joint Pain,Vomiting,Fatigue,High Fever,Yellowish Skin,Dark Urine,Chills +  Vomiting,"Typhoid, Migraine, Diabetes",Oxygen Saturation
