symptom,follow_up_question,question_type,expected_values,priority,clinical_category,emergency_flag
Tremor,Constant Or Intermittent (Variant 928)?,Pattern,Constant/Intermittent,Medium,Gi,No
Tremor,Does It Affect Daily Activities (Variant 929)?,Impact,Yes/No,High,Endocrine,Yes
Tremor,Any Emergency Warning Signs (Variant 930)?,Emergency Flag,Yes/No,Low,Msk,No
Facial Droop,Since How Many Days (Variant 931)?,Duration,Numeric,Medium,Dermatology,Yes
Facial Droop,"Mild, Moderate Or Severe (Variant 932)?",Severity,Mild/Moderate/Severe,High,Emergency,No
Facial Droop,How Frequently Does It Occur (Variant 933)?,Frequency,Occasional/Frequent,Low,General,Yes
Facial Droop,When Did It Start Worsening (Variant 934)?,Progression,Numeric,Medium,Respiratory,No
Facial Droop,Any Associated Symptoms Present (Variant 935)?,Associated Symptom,Yes/No,High,Cardiac,Yes
Facial Droop,Triggered By Activity (Variant 936)?,Trigger,Yes/No,Low,Neurology,No
Facial Droop,Localized Or Widespread (Variant 937)?,Location,Localized/Diffuse,Medium,Gi,Yes
Facial Droop,Constant Or Intermittent (Variant 938)?,Pattern,Constant/Intermittent,High,Endocrine,No
Facial Droop,Does It Affect Daily Activities (Variant 939)?,Impact,Yes/No,Low,Msk,Yes
Facial Droop,Any Emergency Warning Signs (Variant 940)?,Emergency Flag,Yes/No,Medium,Dermatology,No
Blurred Vision,Since How Many Days (Variant 941)?,Duration,Numeric,High,Emergency,Yes
Blurred Vision,"Mild, Moderate Or Severe (Variant 942)?",Severity,Mild/Moderate/Severe,Low,General,No
Blurred Vision,How Frequently Does It Occur (Variant 943)?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Blurred Vision,When Did It Start Worsening (Variant 944)?,Progression,Numeric,High,Cardiac,No
Blurred Vision,Any Associated Symptoms Present (Variant 945)?,Associated Symptom,Yes/No,Low,Neurology,Yes
Blurred Vision,Triggered By Activity (Variant 946)?,Trigger,Yes/No,Medium,Gi,No
Blurred Vision,Localized Or Widespread (Variant 947)?,Location,Localized/Diffuse,High,Endocrine,Yes
Blurred Vision,Constant Or Intermittent (Variant 948)?,Pattern,Constant/Intermittent,Low,Msk,No
Blurred Vision,Does It Affect Daily Activities (Variant 949)?,Impact,Yes/No,Medium,Dermatology,Yes
Blurred Vision,Any Emergency Warning Signs (Variant 950)?,Emergency Flag,Yes/No,High,Emergency,No
Frequent Urination,Since How Many Days (Variant 951)?,Duration,Numeric,Low,General,Yes
Frequent Urination,"Mild, Moderate Or Severe (Variant 952)?",Severity,Mild/Moderate/Severe,Medium,Respiratory,No
Frequent Urination,How Frequently Does It Occur (Variant 953)?,Frequency,Occasional/Frequent,High,Cardiac,Yes
Frequent Urination,When Did It Start Worsening (Variant 954)?,Progression,Numeric,Low,Neurology,No
Frequent Urination,Any Associated Symptoms Present (Variant 955)?,Associated Symptom,Yes/No,Medium,Gi,Yes
Frequent Urination,Triggered By Activity (Variant 956)?,Trigger,Yes/No,High,Endocrine,No
Frequent Urination,Localized Or Widespread (Variant 957)?,Location,Localized/Diffuse,Low,Msk,Yes
Frequent Urination,Constant Or Intermittent (Variant 958)?,Pattern,Constant/Intermittent,Medium,Dermatology,No
Frequent Urination,Does It Affect Daily Activities (Variant 959)?,Impact,Yes/No,High,Emergency,Yes
Frequent Urination,Any Emergency Warning Signs (Variant 960)?,Emergency Flag,Yes/No,Low,General,No
Excess Thirst,Since How Many Days (Variant 961)?,Duration,Numeric,Medium,Respiratory,Yes
Excess Thirst,"Mild, Moderate Or Severe (Variant 962)?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Excess Thirst,How Frequently Does It Occur (Variant 963)?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Excess Thirst,When Did It Start Worsening (Variant 964)?,Progression,Numeric,Medium,Gi,No
Excess Thirst,Any Associated Symptoms Present (Variant 965)?,Associated Symptom,Yes/No,High,Endocrine,Yes
Excess Thirst,Triggered By Activity (Variant 966)?,Trigger,Yes/No,Low,Msk,No
Excess Thirst,Localized Or Widespread (Variant 967)?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Excess Thirst,Constant Or Intermittent (Variant 968)?,Pattern,Constant/Intermittent,High,Emergency,No
Excess Thirst,Does It Affect Daily Activities (Variant 969)?,Impact,Yes/No,Low,General,Yes
Excess Thirst,Any Emergency Warning Signs (Variant 970)?,Emergency Flag,Yes/No,Medium,Respiratory,No
Heat Intolerance,Since How Many Days (Variant 971)?,Duration,Numeric,High,Cardiac,Yes
Heat Intolerance,"Mild, Moderate Or Severe (Variant 972)?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Heat Intolerance,How Frequently Does It Occur (Variant 973)?,Frequency,Occasional/Frequent,Medium,Gi,Yes
Heat Intolerance,When Did It Start Worsening (Variant 974)?,Progression,Numeric,High,Endocrine,No
Heat Intolerance,Any Associated Symptoms Present (Variant 975)?,Associated Symptom,Yes/No,Low,Msk,Yes
Heat Intolerance,Triggered By Activity (Variant 976)?,Trigger,Yes/No,Medium,Dermatology,No
Heat Intolerance,Localized Or Widespread (Variant 977)?,Location,Localized/Diffuse,High,Emergency,Yes
Heat Intolerance,Constant Or Intermittent (Variant 978)?,Pattern,Constant/Intermittent,Low,General,No
Heat Intolerance,Does It Affect Daily Activities (Variant 979)?,Impact,Yes/No,Medium,Respiratory,Yes
Heat Intolerance,Any Emergency Warning Signs (Variant 980)?,Emergency Flag,Yes/No,High,Cardiac,No
Cold Intolerance,Since How Many Days (Variant 981)?,Duration,Numeric,Low,Neurology,Yes
Cold Intolerance,"Mild, Moderate Or Severe (Variant 982)?",Severity,Mild/Moderate/Severe,Medium,Gi,No
Cold Intolerance,How Frequently Does It Occur (Variant 983)?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Cold Intolerance,When Did It Start Worsening (Variant 984)?,Progression,Numeric,Low,Msk,No
Cold Intolerance,Any Associated Symptoms Present (Variant 985)?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Cold Intolerance,Triggered By Activity (Variant 986)?,Trigger,Yes/No,High,Emergency,No
Cold Intolerance,Localized Or Widespread (Variant 987)?,Location,Localized/Diffuse,Low,General,Yes
Cold Intolerance,Constant Or Intermittent (Variant 988)?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Cold Intolerance,Does It Affect Daily Activities (Variant 989)?,Impact,Yes/No,High,Cardiac,Yes
Cold Intolerance,Any Emergency Warning Signs (Variant 990)?,Emergency Flag,Yes/No,Low,Neurology,No
Rash,Since How Many Days (Variant 991)?,Duration,Numeric,Medium,Gi,Yes
Rash,"Mild, Moderate Or Severe (Variant 992)?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Rash,How Frequently Does It Occur (Variant 993)?,Frequency,Occasional/Frequent,Low,Msk,Yes
Rash,When Did It Start Worsening (Variant 994)?,Progression,Numeric,Medium,Dermatology,No
Rash,Any Associated Symptoms Present (Variant 995)?,Associated Symptom,Yes/No,High,Emergency,Yes
Rash,Triggered By Activity (Variant 996)?,Trigger,Yes/No,Low,General,No
Rash,Localized Or Widespread (Variant 997)?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Rash,Constant Or Intermittent (Variant 998)?,Pattern,Constant/Intermittent,High,Cardiac,No
Rash,Does It Affect Daily Activities (Variant 999)?,Impact,Yes/No,Low,Neurology,Yes
Rash,Any Emergency Warning Signs (Variant 1000)?,Emergency Flag,Yes/No,Medium,Gi,No
Itching,Since How Many Days (Variant 1001)?,Duration,Numeric,High,Endocrine,Yes
Itching,"Mild, Moderate Or Severe (Variant 1002)?",Severity,Mild/Moderate/Severe,Low,Msk,No
Itching,How Frequently Does It Occur (Variant 1003)?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Itching,When Did It Start Worsening (Variant 1004)?,Progression,Numeric,High,Emergency,No
Itching,Any Associated Symptoms Present (Variant 1005)?,Associated Symptom,Yes/No,Low,General,Yes
Itching,Triggered By Activity (Variant 1006)?,Trigger,Yes/No,Medium,Respiratory,No
Itching,Localized Or Widespread (Variant 1007)?,Location,Localized/Diffuse,High,Cardiac,Yes
Itching,Constant Or Intermittent (Variant 1008)?,Pattern,Constant/Intermittent,Low,Neurology,No
Itching,Does It Affect Daily Activities (Variant 1009)?,Impact,Yes/No,Medium,Gi,Yes
Itching,Any Emergency Warning Signs (Variant 1010)?,Emergency Flag,Yes/No,High,Endocrine,No
Skin Lesions,Since How Many Days (Variant 1011)?,Duration,Numeric,Low,Msk,Yes
Skin Lesions,"Mild, Moderate Or Severe (Variant 1012)?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Skin Lesions,How Frequently Does It Occur (Variant 1013)?,Frequency,Occasional/Frequent,High,Emergency,Yes
Skin Lesions,When Did It Start Worsening (Variant 1014)?,Progression,Numeric,Low,General,No
Skin Lesions,Any Associated Symptoms Present (Variant 1015)?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Skin Lesions,Triggered By Activity (Variant 1016)?,Trigger,Yes/No,High,Cardiac,No
Skin Lesions,Localized Or Widespread (Variant 1017)?,Location,Localized/Diffuse,Low,Neurology,Yes
Skin Lesions,Constant Or Intermittent (Variant 1018)?,Pattern,Constant/Intermittent,Medium,Gi,No
Skin Lesions,Does It Affect Daily Activities (Variant 1019)?,Impact,Yes/No,High,Endocrine,Yes
Skin Lesions,Any Emergency Warning Signs (Variant 1020)?,Emergency Flag,Yes/No,Low,Msk,No
Hair Loss,Since How Many Days (Variant 1021)?,Duration,Numeric,Medium,Dermatology,Yes
Hair Loss,"Mild, Moderate Or Severe (Variant 1022)?",Severity,Mild/Moderate/Severe,High,Emergency,No
Hair Loss,How Frequently Does It Occur (Variant 1023)?,Frequency,Occasional/Frequent,Low,General,Yes
Hair Loss,When Did It Start Worsening (Variant 1024)?,Progression,Numeric,Medium,Respiratory,No
Hair Loss,Any Associated Symptoms Present (Variant 1025)?,Associated Symptom,Yes/No,High,Cardiac,Yes
Hair Loss,Triggered By Activity (Variant 1026)?,Trigger,Yes/No,Low,Neurology,No
Hair Loss,Localized Or Widespread (Variant 1027)?,Location,Localized/Diffuse,Medium,Gi,Yes
Hair Loss,Constant Or Intermittent (Variant 1028)?,Pattern,Constant/Intermittent,High,Endocrine,No
Hair Loss,Does It Affect Daily Activities (Variant 1029)?,Impact,Yes/No,Low,Msk,Yes
Hair Loss,Any Emergency Warning Signs (Variant 1030)?,Emergency Flag,Yes/No,Medium,Dermatology,No
Insomnia,Since How Many Days (Variant 1031)?,Duration,Numeric,High,Emergency,Yes
Insomnia,"Mild, Moderate Or Severe (Variant 1032)?",Severity,Mild/Moderate/Severe,Low,General,No
Insomnia,How Frequently Does It Occur (Variant 1033)?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Insomnia,When Did It Start Worsening (Variant 1034)?,Progression,Numeric,High,Cardiac,No
Insomnia,Any Associated Symptoms Present (Variant 1035)?,Associated Symptom,Yes/No,Low,Neurology,Yes
Insomnia,Triggered By Activity (Variant 1036)?,Trigger,Yes/No,Medium,Gi,No
Insomnia,Localized Or Widespread (Variant 1037)?,Location,Localized/Diffuse,High,Endocrine,Yes
Insomnia,Constant Or Intermittent (Variant 1038)?,Pattern,Constant/Intermittent,Low,Msk,No
Insomnia,Does It Affect Daily Activities (Variant 1039)?,Impact,Yes/No,Medium,Dermatology,Yes
Insomnia,Any Emergency Warning Signs (Variant 1040)?,Emergency Flag,Yes/No,High,Emergency,No
Anxiety,Since How Many Days (Variant 1041)?,Duration,Numeric,Low,General,Yes
Anxiety,"Mild, Moderate Or Severe (Variant 1042)?",Severity,Mild/Moderate/Severe,Medium,Respiratory,No
Anxiety,How Frequently Does It Occur (Variant 1043)?,Frequency,Occasional/Frequent,High,Cardiac,Yes
Anxiety,When Did It Start Worsening (Variant 1044)?,Progression,Numeric,Low,Neurology,No
Anxiety,Any Associated Symptoms Present (Variant 1045)?,Associated Symptom,Yes/No,Medium,Gi,Yes
Anxiety,Triggered By Activity (Variant 1046)?,Trigger,Yes/No,High,Endocrine,No
Anxiety,Localized Or Widespread (Variant 1047)?,Location,Localized/Diffuse,Low,Msk,Yes
Anxiety,Constant Or Intermittent (Variant 1048)?,Pattern,Constant/Intermittent,Medium,Dermatology,No
Anxiety,Does It Affect Daily Activities (Variant 1049)?,Impact,Yes/No,High,Emergency,Yes
Anxiety,Any Emergency Warning Signs (Variant 1050)?,Emergency Flag,Yes/No,Low,General,No
Depressed Mood,Since How Many Days (Variant 1051)?,Duration,Numeric,Medium,Respiratory,Yes
Depressed Mood,"Mild, Moderate Or Severe (Variant 1052)?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Depressed Mood,How Frequently Does It Occur (Variant 1053)?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Depressed Mood,When Did It Start Worsening (Variant 1054)?,Progression,Numeric,Medium,Gi,No
Depressed Mood,Any Associated Symptoms Present (Variant 1055)?,Associated Symptom,Yes/No,High,Endocrine,Yes
Depressed Mood,Triggered By Activity (Variant 1056)?,Trigger,Yes/No,Low,Msk,No
Depressed Mood,Localized Or Widespread (Variant 1057)?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Depressed Mood,Constant Or Intermittent (Variant 1058)?,Pattern,Constant/Intermittent,High,Emergency,No
Depressed Mood,Does It Affect Daily Activities (Variant 1059)?,Impact,Yes/No,Low,General,Yes
Depressed Mood,Any Emergency Warning Signs (Variant 1060)?,Emergency Flag,Yes/No,Medium,Respiratory,No
Irritability,Since How Many Days (Variant 1061)?,Duration,Numeric,High,Cardiac,Yes
Irritability,"Mild, Moderate Or Severe (Variant 1062)?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Irritability,How Frequently Does It Occur (Variant 1063)?,Frequency,Occasional/Frequent,Medium,Gi,Yes
Irritability,When Did It Start Worsening (Variant 1064)?,Progression,Numeric,High,Endocrine,No
Irritability,Any Associated Symptoms Present (Variant 1065)?,Associated Symptom,Yes/No,Low,Msk,Yes
Irritability,Triggered By Activity (Variant 1066)?,Trigger,Yes/No,Medium,Dermatology,No
Irritability,Localized Or Widespread (Variant 1067)?,Location,Localized/Diffuse,High,Emergency,Yes
Irritability,Constant Or Intermittent (Variant 1068)?,Pattern,Constant/Intermittent,Low,General,No
Irritability,Does It Affect Daily Activities (Variant 1069)?,Impact,Yes/No,Medium,Respiratory,Yes
Irritability,Any Emergency Warning Signs (Variant 1070)?,Emergency Flag,Yes/No,High,Cardiac,No
Ear Pain,Since How Many Days (Variant 1071)?,Duration,Numeric,Low,Neurology,Yes
Ear Pain,"Mild, Moderate Or Severe (Variant 1072)?",Severity,Mild/Moderate/Severe,Medium,Gi,No
Ear Pain,How Frequently Does It Occur (Variant 1073)?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Ear Pain,When Did It Start Worsening (Variant 1074)?,Progression,Numeric,Low,Msk,No
Ear Pain,Any Associated Symptoms Present (Variant 1075)?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Ear Pain,Triggered By Activity (Variant 1076)?,Trigger,Yes/No,High,Emergency,No
Ear Pain,Localized Or Widespread (Variant 1077)?,Location,Localized/Diffuse,Low,General,Yes
Ear Pain,Constant Or Intermittent (Variant 1078)?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Ear Pain,Does It Affect Daily Activities (Variant 1079)?,Impact,Yes/No,High,Cardiac,Yes
Ear Pain,Any Emergency Warning Signs (Variant 1080)?,Emergency Flag,Yes/No,Low,Neurology,No
Hearing Loss,Since How Many Days (Variant 1081)?,Duration,Numeric,Medium,Gi,Yes
Hearing Loss,"Mild, Moderate Or Severe (Variant 1082)?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Hearing Loss,How Frequently Does It Occur (Variant 1083)?,Frequency,Occasional/Frequent,Low,Msk,Yes
Hearing Loss,When Did It Start Worsening (Variant 1084)?,Progression,Numeric,Medium,Dermatology,No
Hearing Loss,Any Associated Symptoms Present (Variant 1085)?,Associated Symptom,Yes/No,High,Emergency,Yes
Hearing Loss,Triggered By Activity (Variant 1086)?,Trigger,Yes/No,Low,General,No
Hearing Loss,Localized Or Widespread (Variant 1087)?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Hearing Loss,Constant Or Intermittent (Variant 1088)?,Pattern,Constant/Intermittent,High,Cardiac,No
Hearing Loss,Does It Affect Daily Activities (Variant 1089)?,Impact,Yes/No,Low,Neurology,Yes
Hearing Loss,Any Emergency Warning Signs (Variant 1090)?,Emergency Flag,Yes/No,Medium,Gi,No
Neck Pain,Since How Many Days (Variant 1091)?,Duration,Numeric,High,Endocrine,Yes
Neck Pain,"Mild, Moderate Or Severe (Variant 1092)?",Severity,Mild/Moderate/Severe,Low,Msk,No
Neck Pain,How Frequently Does It Occur (Variant 1093)?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Neck Pain,When Did It Start Worsening (Variant 1094)?,Progression,Numeric,High,Emergency,No
Neck Pain,Any Associated Symptoms Present (Variant 1095)?,Associated Symptom,Yes/No,Low,General,Yes
Neck Pain,Triggered By Activity (Variant 1096)?,Trigger,Yes/No,Medium,Respiratory,No
Neck Pain,Localized Or Widespread (Variant 1097)?,Location,Localized/Diffuse,High,Cardiac,Yes
Neck Pain,Constant Or Intermittent (Variant 1098)?,Pattern,Constant/Intermittent,Low,Neurology,No
Neck Pain,Does It Affect Daily Activities (Variant 1099)?,Impact,Yes/No,Medium,Gi,Yes
Neck Pain,Any Emergency Warning Signs (Variant 1100)?,Emergency Flag,Yes/No,High,Endocrine,No
Pelvic Pain,Since How Many Days (Variant 1101)?,Duration,Numeric,Low,Msk,Yes
Pelvic Pain,"Mild, Moderate Or Severe (Variant 1102)?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Pelvic Pain,How Frequently Does It Occur (Variant 1103)?,Frequency,Occasional/Frequent,High,Emergency,Yes
Pelvic Pain,When Did It Start Worsening (Variant 1104)?,Progression,Numeric,Low,General,No
Pelvic Pain,Any Associated Symptoms Present (Variant 1105)?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Pelvic Pain,Triggered By Activity (Variant 1106)?,Trigger,Yes/No,High,Cardiac,No
Pelvic Pain,Localized Or Widespread (Variant 1107)?,Location,Localized/Diffuse,Low,Neurology,Yes
Pelvic Pain,Constant Or Intermittent (Variant 1108)?,Pattern,Constant/Intermittent,Medium,Gi,No
Pelvic Pain,Does It Affect Daily Activities (Variant 1109)?,Impact,Yes/No,High,Endocrine,Yes
Pelvic Pain,Any Emergency Warning Signs (Variant 1110)?,Emergency Flag,Yes/No,Low,Msk,No
Menstrual Irregularity,Since How Many Days (Variant 1111)?,Duration,Numeric,Medium,Dermatology,Yes
Menstrual Irregularity,"Mild, Moderate Or Severe (Variant 1112)?",Severity,Mild/Moderate/Severe,High,Emergency,No
Menstrual Irregularity,How Frequently Does It Occur (Variant 1113)?,Frequency,Occasional/Frequent,Low,General,Yes
Menstrual Irregularity,When Did It Start Worsening (Variant 1114)?,Progression,Numeric,Medium,Respiratory,No
Menstrual Irregularity,Any Associated Symptoms Present (Variant 1115)?,Associated Symptom,Yes/No,High,Cardiac,Yes
Menstrual Irregularity,Triggered By Activity (Variant 1116)?,Trigger,Yes/No,Low,Neurology,No
Menstrual Irregularity,Localized Or Widespread (Variant 1117)?,Location,Localized/Diffuse,Medium,Gi,Yes
Menstrual Irregularity,Constant Or Intermittent (Variant 1118)?,Pattern,Constant/Intermittent,High,Endocrine,No
Menstrual Irregularity,Does It Affect Daily Activities (Variant 1119)?,Impact,Yes/No,Low,Msk,Yes
Menstrual Irregularity,Any Emergency Warning Signs (Variant 1120)?,Emergency Flag,Yes/No,Medium,Dermatology,No
Burning Urination,Since How Many Days (Variant 1121)?,Duration,Numeric,High,Emergency,Yes
Burning Urination,"Mild, Moderate Or Severe (Variant 1122)?",Severity,Mild/Moderate/Severe,Low,General,No
Burning Urination,How Frequently Does It Occur (Variant 1123)?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Burning Urination,When Did It Start Worsening (Variant 1124)?,Progression,Numeric,High,Cardiac,No
