disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Acute Endocrine Neuropathy 751,Acute Endocrine Neuropathy 751 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Common,Diagnostics
Chronic Endocrine Neuropathy 752,Chronic Endocrine Neuropathy 752 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Secondary Infection,Uncommon,Specialist Referral
Autoimmune Endocrine Neuropathy 753,Autoimmune Endocrine Neuropathy 753 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Inflammation Complications,Rare,Medication
Idiopathic Endocrine Neuropathy 754,Idiopathic Endocrine Neuropathy 754 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Common,Lifestyle
Primary Endocrine Neuropathy 755,Primary Endocrine Neuropathy 755 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Uncommon,Diagnostics
Secondary Endocrine Neuropathy 756,Secondary Endocrine Neuropathy 756 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Organ Dysfunction,Rare,Specialist Referral
Progressive Endocrine Neuropathy 757,Progressive Endocrine Neuropathy 757 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Secondary Infection,Common,Medication
Congenital Endocrine Neuropathy 758,Congenital Endocrine Neuropathy 758 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Uncommon,Lifestyle
Inflammatory Endocrine Neuropathy 759,Inflammatory Endocrine Neuropathy 759 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Rare,Diagnostics
Metabolic Endocrine Neuropathy 760,Metabolic Endocrine Neuropathy 760 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Neurological Complications,Common,Specialist Referral
Acute Gastro Neuropathy 761,Acute Gastro Neuropathy 761 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Uncommon,Medication
Chronic Gastro Neuropathy 762,Chronic Gastro Neuropathy 762 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Rare,Lifestyle
Autoimmune Gastro Neuropathy 763,Autoimmune Gastro Neuropathy 763 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Common,Diagnostics
Idiopathic Gastro Neuropathy 764,Idiopathic Gastro Neuropathy 764 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Uncommon,Specialist Referral
Primary Gastro Neuropathy 765,Primary Gastro Neuropathy 765 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Neurological Complications,Rare,Medication
Secondary Gastro Neuropathy 766,Secondary Gastro Neuropathy 766 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Common,Lifestyle
Progressive Gastro Neuropathy 767,Progressive Gastro Neuropathy 767 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Uncommon,Diagnostics
Congenital Gastro Neuropathy 768,Congenital Gastro Neuropathy 768 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Inflammation Complications,Rare,Specialist Referral
Inflammatory Gastro Neuropathy 769,Inflammatory Gastro Neuropathy 769 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Common,Medication
Metabolic Gastro Neuropathy 770,Metabolic Gastro Neuropathy 770 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Uncommon,Lifestyle
Acute Dermatologic Neuropathy 771,Acute Dermatologic Neuropathy 771 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Rare,Diagnostics
Chronic Dermatologic Neuropathy 772,Chronic Dermatologic Neuropathy 772 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Secondary Infection,Common,Specialist Referral
Autoimmune Dermatologic Neuropathy 773,Autoimmune Dermatologic Neuropathy 773 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Inflammation Complications,Uncommon,Medication
Idiopathic Dermatologic Neuropathy 774,Idiopathic Dermatologic Neuropathy 774 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Rare,Lifestyle
Primary Dermatologic Neuropathy 775,Primary Dermatologic Neuropathy 775 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Common,Diagnostics
Secondary Dermatologic Neuropathy 776,Secondary Dermatologic Neuropathy 776 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Organ Dysfunction,Uncommon,Specialist Referral
Progressive Dermatologic Neuropathy 777,Progressive Dermatologic Neuropathy 777 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Secondary Infection,Rare,Medication
Congenital Dermatologic Neuropathy 778,Congenital Dermatologic Neuropathy 778 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Common,Lifestyle
Inflammatory Dermatologic Neuropathy 779,Inflammatory Dermatologic Neuropathy 779 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Uncommon,Diagnostics
Metabolic Dermatologic Neuropathy 780,Metabolic Dermatologic Neuropathy 780 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Neurological Complications,Rare,Specialist Referral
Acute Hematologic Neuropathy 781,Acute Hematologic Neuropathy 781 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Organ Dysfunction,Common,Medication
Chronic Hematologic Neuropathy 782,Chronic Hematologic Neuropathy 782 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Secondary Infection,Uncommon,Lifestyle
Autoimmune Hematologic Neuropathy 783,Autoimmune Hematologic Neuropathy 783 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Inflammation Complications,Rare,Diagnostics
Idiopathic Hematologic Neuropathy 784,Idiopathic Hematologic Neuropathy 784 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Metabolic Imbalance,Common,Specialist Referral
Primary Hematologic Neuropathy 785,Primary Hematologic Neuropathy 785 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Neurological Complications,Uncommon,Medication
Secondary Hematologic Neuropathy 786,Secondary Hematologic Neuropathy 786 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Organ Dysfunction,Rare,Lifestyle
Progressive Hematologic Neuropathy 787,Progressive Hematologic Neuropathy 787 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Secondary Infection,Common,Diagnostics
Congenital Hematologic Neuropathy 788,Congenital Hematologic Neuropathy 788 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Inflammation Complications,Uncommon,Specialist Referral
Inflammatory Hematologic Neuropathy 789,Inflammatory Hematologic Neuropathy 789 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Metabolic Imbalance,Rare,Medication
Metabolic Hematologic Neuropathy 790,Metabolic Hematologic Neuropathy 790 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Neurological Complications,Common,Lifestyle
Acute Musculoskeletal Neuropathy 791,Acute Musculoskeletal Neuropathy 791 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,Uncommon,Diagnostics
Chronic Musculoskeletal Neuropathy 792,Chronic Musculoskeletal Neuropathy 792 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Environmental,Autoimmune,Critical,Potentially Severe If Untreated,Secondary Infection,Rare,Specialist Referral
Autoimmune Musculoskeletal Neuropathy 793,Autoimmune Musculoskeletal Neuropathy 793 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Viral,Infectious,Low,Acute Onset May Resolve With Care,Inflammation Complications,Common,Medication
Idiopathic Musculoskeletal Neuropathy 794,Idiopathic Musculoskeletal Neuropathy 794 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Bacterial,Cardiovascular,Moderate,Progressive Condition Needing Monitoring,Metabolic Imbalance,Uncommon,Lifestyle
Primary Musculoskeletal Neuropathy 795,Primary Musculoskeletal Neuropathy 795 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Genetic,Neurology,High,Chronic Condition Requiring Long-Term Management,Neurological Complications,Rare,Diagnostics
Secondary Musculoskeletal Neuropathy 796,Secondary Musculoskeletal Neuropathy 796 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Lifestyle,Endocrine,Critical,Potentially Severe If Untreated,Organ Dysfunction,Common,Specialist Referral
Progressive Musculoskeletal Neuropathy 797,Progressive Musculoskeletal Neuropathy 797 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Autoimmune,Respiratory,Low,Acute Onset May Resolve With Care,Secondary Infection,Uncommon,Medication
Congenital Musculoskeletal Neuropathy 798,Congenital Musculoskeletal Neuropathy 798 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Unknown,Gi,Moderate,Progressive Condition Needing Monitoring,Inflammation Complications,Rare,Lifestyle
Inflammatory Musculoskeletal Neuropathy 799,Inflammatory Musculoskeletal Neuropathy 799 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,Metabolic,Renal,High,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,Common,Diagnostics
