disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Autoimmune Neurological Deficiency 623,Autoimmune Neurological Deficiency 623 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,2,0
Idiopathic Neurological Deficiency 624,Idiopathic Neurological Deficiency 624 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Metabolic Imbalance,1,3
Primary Neurological Deficiency 625,Primary Neurological Deficiency 625 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Neurological Complications,0,2
Secondary Neurological Deficiency 626,Secondary Neurological Deficiency 626 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Organ Dysfunction,2,1
Progressive Neurological Deficiency 627,Progressive Neurological Deficiency 627 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,1,0
Congenital Neurological Deficiency 628,Congenital Neurological Deficiency 628 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Inflammation Complications,0,3
Inflammatory Neurological Deficiency 629,Inflammatory Neurological Deficiency 629 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Metabolic Imbalance,2,2
Metabolic Neurological Deficiency 630,Metabolic Neurological Deficiency 630 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Neurological Complications,1,1
Acute Renal Deficiency 631,Acute Renal Deficiency 631 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,0,0
Chronic Renal Deficiency 632,Chronic Renal Deficiency 632 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Secondary Infection,2,3
Autoimmune Renal Deficiency 633,Autoimmune Renal Deficiency 633 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Inflammation Complications,1,2
Idiopathic Renal Deficiency 634,Idiopathic Renal Deficiency 634 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,0,1
Primary Renal Deficiency 635,Primary Renal Deficiency 635 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,2,0
Secondary Renal Deficiency 636,Secondary Renal Deficiency 636 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Organ Dysfunction,1,3
Progressive Renal Deficiency 637,Progressive Renal Deficiency 637 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Secondary Infection,0,2
Congenital Renal Deficiency 638,Congenital Renal Deficiency 638 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Inflammation Complications,2,1
Inflammatory Renal Deficiency 639,Inflammatory Renal Deficiency 639 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,1,0
Metabolic Renal Deficiency 640,Metabolic Renal Deficiency 640 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Neurological Complications,0,3
Acute Hepatic Deficiency 641,Acute Hepatic Deficiency 641 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Organ Dysfunction,2,2
Chronic Hepatic Deficiency 642,Chronic Hepatic Deficiency 642 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Secondary Infection,1,1
Autoimmune Hepatic Deficiency 643,Autoimmune Hepatic Deficiency 643 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,0,0
Idiopathic Hepatic Deficiency 644,Idiopathic Hepatic Deficiency 644 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Metabolic Imbalance,2,3
Primary Hepatic Deficiency 645,Primary Hepatic Deficiency 645 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Neurological Complications,1,2
Secondary Hepatic Deficiency 646,Secondary Hepatic Deficiency 646 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Organ Dysfunction,0,1
Progressive Hepatic Deficiency 647,Progressive Hepatic Deficiency 647 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,2,0
Congenital Hepatic Deficiency 648,Congenital Hepatic Deficiency 648 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Inflammation Complications,1,3
Inflammatory Hepatic Deficiency 649,Inflammatory Hepatic Deficiency 649 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Metabolic Imbalance,0,2
Metabolic Hepatic Deficiency 650,Metabolic Hepatic Deficiency 650 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Neurological Complications,2,1
Acute Endocrine Deficiency 651,Acute Endocrine Deficiency 651 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,1,0
Chronic Endocrine Deficiency 652,Chronic Endocrine Deficiency 652 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Secondary Infection,0,3
Autoimmune Endocrine Deficiency 653,Autoimmune Endocrine Deficiency 653 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Inflammation Complications,2,2
Idiopathic Endocrine Deficiency 654,Idiopathic Endocrine Deficiency 654 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,1,1
Primary Endocrine Deficiency 655,Primary Endocrine Deficiency 655 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,0,0
Secondary Endocrine Deficiency 656,Secondary Endocrine Deficiency 656 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Organ Dysfunction,2,3
Progressive Endocrine Deficiency 657,Progressive Endocrine Deficiency 657 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Secondary Infection,1,2
Congenital Endocrine Deficiency 658,Congenital Endocrine Deficiency 658 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Inflammation Complications,0,1
Inflammatory Endocrine Deficiency 659,Inflammatory Endocrine Deficiency 659 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Metabolic Imbalance,2,0
Metabolic Endocrine Deficiency 660,Metabolic Endocrine Deficiency 660 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Neurological Complications,1,3
Acute Gastro Deficiency 661,Acute Gastro Deficiency 661 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Organ Dysfunction,0,2
Chronic Gastro Deficiency 662,Chronic Gastro Deficiency 662 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Secondary Infection,2,1
Autoimmune Gastro Deficiency 663,Autoimmune Gastro Deficiency 663 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Inflammation Complications,1,0
Idiopathic Gastro Deficiency 664,Idiopathic Gastro Deficiency 664 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Metabolic Imbalance,0,3
Primary Gastro Deficiency 665,Primary Gastro Deficiency 665 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Neurological Complications,2,2
Secondary Gastro Deficiency 666,Secondary Gastro Deficiency 666 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Organ Dysfunction,1,1
Progressive Gastro Deficiency 667,Progressive Gastro Deficiency 667 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Secondary Infection,0,0
Congenital Gastro Deficiency 668,Congenital Gastro Deficiency 668 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,4,2,4,Potentially Severe If Untreated,Inflammation Complications,2,3
Inflammatory Gastro Deficiency 669,Inflammatory Gastro Deficiency 669 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,0,7,1,Acute Onset May Resolve With Care,Metabolic Imbalance,1,2
Metabolic Gastro Deficiency 670,Metabolic Gastro Deficiency 670 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,6,3,2,Progressive Condition Needing Monitoring,Neurological Complications,0,1
Acute Dermatologic Deficiency 671,Acute Dermatologic Deficiency 671 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,5,6,3,Chronic Condition Requiring Long-Term Management,Organ Dysfunction,2,0
Chronic Dermatologic Deficiency 672,Chronic Dermatologic Deficiency 672 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,2,0,4,Potentially Severe If Untreated,Secondary Infection,1,3
Autoimmune Dermatologic Deficiency 673,Autoimmune Dermatologic Deficiency 673 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,7,4,1,Acute Onset May Resolve With Care,Inflammation Complications,0,2
Idiopathic Dermatologic Deficiency 674,Idiopathic Dermatologic Deficiency 674 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,1,1,2,Progressive Condition Needing Monitoring,Metabolic Imbalance,2,1
Primary Dermatologic Deficiency 675,Primary Dermatologic Deficiency 675 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.,3,5,3,Chronic Condition Requiring Long-Term Management,Neurological Complications,1,0
