symptom,follow_up_question,question_type,expected_values,priority,clinical_category,emergency_flag
Joint Pain,"Mild, Moderate Or Severe (Variant 1332)?",8,2,1,6,0
Joint Pain,How Frequently Does It Occur (Variant 1333)?,3,4,2,1,1
Joint Pain,When Did It Start Worsening (Variant 1334)?,7,3,3,2,0
Joint Pain,Any Associated Symptoms Present (Variant 1335)?,0,5,1,4,1
Joint Pain,Triggered By Activity (Variant 1336)?,9,5,2,8,0
Joint Pain,Localized Or Widespread (Variant 1337)?,5,1,3,0,1
Joint Pain,Constant Or Intermittent (Variant 1338)?,6,0,1,7,0
Joint Pain,Does It Affect Daily Activities (Variant 1339)?,4,5,2,5,1
Joint Pain,Any Emergency Warning Signs (Variant 1340)?,2,5,3,3,0
Muscle Pain,Since How Many Days (Variant 1341)?,1,3,1,6,1
Muscle Pain,"Mild, Moderate Or Severe (Variant 1342)?",8,2,2,1,0
Muscle Pain,How Frequently Does It Occur (Variant 1343)?,3,4,3,2,1
Muscle Pain,When Did It Start Worsening (Variant 1344)?,7,3,1,4,0
Muscle Pain,Any Associated Symptoms Present (Variant 1345)?,0,5,2,8,1
Muscle Pain,Triggered By Activity (Variant 1346)?,9,5,3,0,0
Muscle Pain,Localized Or Widespread (Variant 1347)?,5,1,1,7,1
Muscle Pain,Constant Or Intermittent (Variant 1348)?,6,0,2,5,0
Muscle Pain,Does It Affect Daily Activities (Variant 1349)?,4,5,3,3,1
Muscle Pain,Any Emergency Warning Signs (Variant 1350)?,2,5,1,6,0
Palpitations,Since How Many Days (Variant 1351)?,1,3,2,1,1
Palpitations,"Mild, Moderate Or Severe (Variant 1352)?",8,2,3,2,0
Palpitations,How Frequently Does It Occur (Variant 1353)?,3,4,1,4,1
Palpitations,When Did It Start Worsening (Variant 1354)?,7,3,2,8,0
Palpitations,Any Associated Symptoms Present (Variant 1355)?,0,5,3,0,1
Palpitations,Triggered By Activity (Variant 1356)?,9,5,1,7,0
Palpitations,Localized Or Widespread (Variant 1357)?,5,1,2,5,1
Palpitations,Constant Or Intermittent (Variant 1358)?,6,0,3,3,0
Palpitations,Does It Affect Daily Activities (Variant 1359)?,4,5,1,6,1
Palpitations,Any Emergency Warning Signs (Variant 1360)?,2,5,2,1,0
Leg Swelling,Since How Many Days (Variant 1361)?,1,3,3,2,1
Leg Swelling,"Mild, Moderate Or Severe (Variant 1362)?",8,2,1,4,0
Leg Swelling,How Frequently Does It Occur (Variant 1363)?,3,4,2,8,1
Leg Swelling,When Did It Start Worsening (Variant 1364)?,7,3,3,0,0
Leg Swelling,Any Associated Symptoms Present (Variant 1365)?,0,5,1,7,1
Leg Swelling,Triggered By Activity (Variant 1366)?,9,5,2,5,0
Leg Swelling,Localized Or Widespread (Variant 1367)?,5,1,3,3,1
Leg Swelling,Constant Or Intermittent (Variant 1368)?,6,0,1,6,0
Leg Swelling,Does It Affect Daily Activities (Variant 1369)?,4,5,2,1,1
Leg Swelling,Any Emergency Warning Signs (Variant 1370)?,2,5,3,2,0
Syncope,Since How Many Days (Variant 1371)?,1,3,1,4,1
Syncope,"Mild, Moderate Or Severe (Variant 1372)?",8,2,2,8,0
Syncope,How Frequently Does It Occur (Variant 1373)?,3,4,3,0,1
Syncope,When Did It Start Worsening (Variant 1374)?,7,3,1,7,0
Syncope,Any Associated Symptoms Present (Variant 1375)?,0,5,2,5,1
Syncope,Triggered By Activity (Variant 1376)?,9,5,3,3,0
Syncope,Localized Or Widespread (Variant 1377)?,5,1,1,6,1
Syncope,Constant Or Intermittent (Variant 1378)?,6,0,2,1,0
Syncope,Does It Affect Daily Activities (Variant 1379)?,4,5,3,2,1
Syncope,Any Emergency Warning Signs (Variant 1380)?,2,5,1,4,0
Wheezing,Since How Many Days (Variant 1381)?,1,3,2,8,1
Wheezing,"Mild, Moderate Or Severe (Variant 1382)?",8,2,3,0,0
Wheezing,How Frequently Does It Occur (Variant 1383)?,3,4,1,7,1
Wheezing,When Did It Start Worsening (Variant 1384)?,7,3,2,5,0
Wheezing,Any Associated Symptoms Present (Variant 1385)?,0,5,3,3,1
Wheezing,Triggered By Activity (Variant 1386)?,9,5,1,6,0
Wheezing,Localized Or Widespread (Variant 1387)?,5,1,2,1,1
Wheezing,Constant Or Intermittent (Variant 1388)?,6,0,3,2,0
Wheezing,Does It Affect Daily Activities (Variant 1389)?,4,5,1,4,1
Wheezing,Any Emergency Warning Signs (Variant 1390)?,2,5,2,8,0
Sore Throat,Since How Many Days (Variant 1391)?,1,3,3,0,1
Sore Throat,"Mild, Moderate Or Severe (Variant 1392)?",8,2,1,7,0
Sore Throat,How Frequently Does It Occur (Variant 1393)?,3,4,2,5,1
Sore Throat,When Did It Start Worsening (Variant 1394)?,7,3,3,3,0
Sore Throat,Any Associated Symptoms Present (Variant 1395)?,0,5,1,6,1
Sore Throat,Triggered By Activity (Variant 1396)?,9,5,2,1,0
Sore Throat,Localized Or Widespread (Variant 1397)?,5,1,3,2,1
Sore Throat,Constant Or Intermittent (Variant 1398)?,6,0,1,4,0
Sore Throat,Does It Affect Daily Activities (Variant 1399)?,4,5,2,8,1
Sore Throat,Any Emergency Warning Signs (Variant 1400)?,2,5,3,0,0
Runny Nose,Since How Many Days (Variant 1401)?,1,3,1,7,1
Runny Nose,"Mild, Moderate Or Severe (Variant 1402)?",8,2,2,5,0
Runny Nose,How Frequently Does It Occur (Variant 1403)?,3,4,3,3,1
Runny Nose,When Did It Start Worsening (Variant 1404)?,7,3,1,6,0
Runny Nose,Any Associated Symptoms Present (Variant 1405)?,0,5,2,1,1
Runny Nose,Triggered By Activity (Variant 1406)?,9,5,3,2,0
Runny Nose,Localized Or Widespread (Variant 1407)?,5,1,1,4,1
Runny Nose,Constant Or Intermittent (Variant 1408)?,6,0,2,8,0
Runny Nose,Does It Affect Daily Activities (Variant 1409)?,4,5,3,0,1
Runny Nose,Any Emergency Warning Signs (Variant 1410)?,2,5,1,7,0
Nasal Congestion,Since How Many Days (Variant 1411)?,1,3,2,5,1
Nasal Congestion,"Mild, Moderate Or Severe (Variant 1412)?",8,2,3,3,0
Nasal Congestion,How Frequently Does It Occur (Variant 1413)?,3,4,1,6,1
Nasal Congestion,When Did It Start Worsening (Variant 1414)?,7,3,2,1,0
Nasal Congestion,Any Associated Symptoms Present (Variant 1415)?,0,5,3,2,1
Nasal Congestion,Triggered By Activity (Variant 1416)?,9,5,1,4,0
Nasal Congestion,Localized Or Widespread (Variant 1417)?,5,1,2,8,1
Nasal Congestion,Constant Or Intermittent (Variant 1418)?,6,0,3,0,0
Nasal Congestion,Does It Affect Daily Activities (Variant 1419)?,4,5,1,7,1
Nasal Congestion,Any Emergency Warning Signs (Variant 1420)?,2,5,2,5,0
Chills,Since How Many Days (Variant 1421)?,1,3,3,3,1
Chills,"Mild, Moderate Or Severe (Variant 1422)?",8,2,1,6,0
Chills,How Frequently Does It Occur (Variant 1423)?,3,4,2,1,1
Chills,When Did It Start Worsening (Variant 1424)?,7,3,3,2,0
Chills,Any Associated Symptoms Present (Variant 1425)?,0,5,1,4,1
Chills,Triggered By Activity (Variant 1426)?,9,5,2,8,0
Chills,Localized Or Widespread (Variant 1427)?,5,1,3,0,1
Chills,Constant Or Intermittent (Variant 1428)?,6,0,1,7,0
Chills,Does It Affect Daily Activities (Variant 1429)?,4,5,2,5,1
Chills,Any Emergency Warning Signs (Variant 1430)?,2,5,3,3,0
Night Sweats,Since How Many Days (Variant 1431)?,1,3,1,6,1
Night Sweats,"Mild, Moderate Or Severe (Variant 1432)?",8,2,2,1,0
Night Sweats,How Frequently Does It Occur (Variant 1433)?,3,4,3,2,1
Night Sweats,When Did It Start Worsening (Variant 1434)?,7,3,1,4,0
Night Sweats,Any Associated Symptoms Present (Variant 1435)?,0,5,2,8,1
Night Sweats,Triggered By Activity (Variant 1436)?,9,5,3,0,0
Night Sweats,Localized Or Widespread (Variant 1437)?,5,1,1,7,1
Night Sweats,Constant Or Intermittent (Variant 1438)?,6,0,2,5,0
Night Sweats,Does It Affect Daily Activities (Variant 1439)?,4,5,3,3,1
Night Sweats,Any Emergency Warning Signs (Variant 1440)?,2,5,1,6,0
Weight Loss,Since How Many Days (Variant 1441)?,1,3,2,1,1
Weight Loss,"Mild, Moderate Or Severe (Variant 1442)?",8,2,3,2,0
Weight Loss,How Frequently Does It Occur (Variant 1443)?,3,4,1,4,1
Weight Loss,When Did It Start Worsening (Variant 1444)?,7,3,2,8,0
Weight Loss,Any Associated Symptoms Present (Variant 1445)?,0,5,3,0,1
Weight Loss,Triggered By Activity (Variant 1446)?,9,5,1,7,0
Weight Loss,Localized Or Widespread (Variant 1447)?,5,1,2,5,1
Weight Loss,Constant Or Intermittent (Variant 1448)?,6,0,3,3,0
Weight Loss,Does It Affect Daily Activities (Variant 1449)?,4,5,1,6,1
Weight Loss,Any Emergency Warning Signs (Variant 1450)?,2,5,2,1,0
Loss Of Appetite,Since How Many Days (Variant 1451)?,1,3,3,2,1
Loss Of Appetite,"Mild, Moderate Or Severe (Variant 1452)?",8,2,1,4,0
Loss Of Appetite,How Frequently Does It Occur (Variant 1453)?,3,4,2,8,1
Loss Of Appetite,When Did It Start Worsening (Variant 1454)?,7,3,3,0,0
Loss Of Appetite,Any Associated Symptoms Present (Variant 1455)?,0,5,1,7,1
Loss Of Appetite,Triggered By Activity (Variant 1456)?,9,5,2,5,0
Loss Of Appetite,Localized Or Widespread (Variant 1457)?,5,1,3,3,1
Loss Of Appetite,Constant Or Intermittent (Variant 1458)?,6,0,1,6,0
Loss Of Appetite,Does It Affect Daily Activities (Variant 1459)?,4,5,2,1,1
Loss Of Appetite,Any Emergency Warning Signs (Variant 1460)?,2,5,3,2,0
Weakness,Since How Many Days (Variant 1461)?,1,3,1,4,1
Weakness,"Mild, Moderate Or Severe (Variant 1462)?",8,2,2,8,0
Weakness,How Frequently Does It Occur (Variant 1463)?,3,4,3,0,1
Weakness,When Did It Start Worsening (Variant 1464)?,7,3,1,7,0
Weakness,Any Associated Symptoms Present (Variant 1465)?,0,5,2,5,1
Weakness,Triggered By Activity (Variant 1466)?,9,5,3,3,0
Weakness,Localized Or Widespread (Variant 1467)?,5,1,1,6,1
Weakness,Constant Or Intermittent (Variant 1468)?,6,0,2,1,0
Weakness,Does It Affect Daily Activities (Variant 1469)?,4,5,3,2,1
Weakness,Any Emergency Warning Signs (Variant 1470)?,2,5,1,4,0
Confusion,Since How Many Days (Variant 1471)?,1,3,2,8,1
Confusion,"Mild, Moderate Or Severe (Variant 1472)?",8,2,3,0,0
Confusion,How Frequently Does It Occur (Variant 1473)?,3,4,1,7,1
Confusion,When Did It Start Worsening (Variant 1474)?,7,3,2,5,0
Confusion,Any Associated Symptoms Present (Variant 1475)?,0,5,3,3,1
Confusion,Triggered By Activity (Variant 1476)?,9,5,1,6,0
Confusion,Localized Or Widespread (Variant 1477)?,5,1,2,1,1
Confusion,Constant Or Intermittent (Variant 1478)?,6,0,3,2,0
Confusion,Does It Affect Daily Activities (Variant 1479)?,4,5,1,4,1
Confusion,Any Emergency Warning Signs (Variant 1480)?,2,5,2,8,0
Memory Loss,Since How Many Days (Variant 1481)?,1,3,3,0,1
Memory Loss,"Mild, Moderate Or Severe (Variant 1482)?",8,2,1,7,0
Memory Loss,How Frequently Does It Occur (Variant 1483)?,3,4,2,5,1
Memory Loss,When Did It Start Worsening (Variant 1484)?,7,3,3,3,0
Memory Loss,Any Associated Symptoms Present (Variant 1485)?,0,5,1,6,1
Memory Loss,Triggered By Activity (Variant 1486)?,9,5,2,1,0
Memory Loss,Localized Or Widespread (Variant 1487)?,5,1,3,2,1
Memory Loss,Constant Or Intermittent (Variant 1488)?,6,0,1,4,0
Memory Loss,Does It Affect Daily Activities (Variant 1489)?,4,5,2,8,1
Memory Loss,Any Emergency Warning Signs (Variant 1490)?,2,5,3,0,0
Seizure,Since How Many Days (Variant 1491)?,1,3,1,7,1
Seizure,"Mild, Moderate Or Severe (Variant 1492)?",8,2,2,5,0
Seizure,How Frequently Does It Occur (Variant 1493)?,3,4,3,3,1
Seizure,When Did It Start Worsening (Variant 1494)?,7,3,1,6,0
Seizure,Any Associated Symptoms Present (Variant 1495)?,0,5,2,1,1
Seizure,Triggered By Activity (Variant 1496)?,9,5,3,2,0
Seizure,Localized Or Widespread (Variant 1497)?,5,1,1,4,1
Seizure,Constant Or Intermittent (Variant 1498)?,6,0,2,8,0
Seizure,Does It Affect Daily Activities (Variant 1499)?,4,5,3,0,1
Seizure,Any Emergency Warning Signs (Variant 1500)?,2,5,1,7,0
Numbness,Since How Many Days (Variant 1501)?,1,3,2,5,1
Numbness,"Mild, Moderate Or Severe (Variant 1502)?",8,2,3,3,0
Numbness,How Frequently Does It Occur (Variant 1503)?,3,4,1,6,1
Numbness,When Did It Start Worsening (Variant 1504)?,7,3,2,1,0
Numbness,Any Associated Symptoms Present (Variant 1505)?,0,5,3,2,1
Numbness,Triggered By Activity (Variant 1506)?,9,5,1,4,0
Numbness,Localized Or Widespread (Variant 1507)?,5,1,2,8,1
Numbness,Constant Or Intermittent (Variant 1508)?,6,0,3,0,0
Numbness,Does It Affect Daily Activities (Variant 1509)?,4,5,1,7,1
Numbness,Any Emergency Warning Signs (Variant 1510)?,2,5,2,5,0
Tingling,Since How Many Days (Variant 1511)?,1,3,3,3,1
Tingling,"Mild, Moderate Or Severe (Variant 1512)?",8,2,1,6,0
Tingling,How Frequently Does It Occur (Variant 1513)?,3,4,2,1,1
Tingling,When Did It Start Worsening (Variant 1514)?,7,3,3,2,0
Tingling,Any Associated Symptoms Present (Variant 1515)?,0,5,1,4,1
Tingling,Triggered By Activity (Variant 1516)?,9,5,2,8,0
Tingling,Localized Or Widespread (Variant 1517)?,5,1,3,0,1
Tingling,Constant Or Intermittent (Variant 1518)?,6,0,1,7,0
Tingling,Does It Affect Daily Activities (Variant 1519)?,4,5,2,5,1
Tingling,Any Emergency Warning Signs (Variant 1520)?,2,5,3,3,0
Tremor,Since How Many Days (Variant 1521)?,1,3,1,6,1
Tremor,"Mild, Moderate Or Severe (Variant 1522)?",8,2,2,1,0
Tremor,How Frequently Does It Occur (Variant 1523)?,3,4,3,2,1
Tremor,When Did It Start Worsening (Variant 1524)?,7,3,1,4,0
Tremor,Any Associated Symptoms Present (Variant 1525)?,0,5,2,8,1
Tremor,Triggered By Activity (Variant 1526)?,9,5,3,0,0
Tremor,Localized Or Widespread (Variant 1527)?,5,1,1,7,1
Tremor,Constant Or Intermittent (Variant 1528)?,6,0,2,5,0
Tremor,Does It Affect Daily Activities (Variant 1529)?,4,5,3,3,1
Tremor,Any Emergency Warning Signs (Variant 1530)?,2,5,1,6,0
Facial Droop,Since How Many Days (Variant 1531)?,1,3,2,1,1
Facial Droop,"Mild, Moderate Or Severe (Variant 1532)?",8,2,3,2,0
Facial Droop,How Frequently Does It Occur (Variant 1533)?,3,4,1,4,1
Facial Droop,When Did It Start Worsening (Variant 1534)?,7,3,2,8,0
Facial Droop,Any Associated Symptoms Present (Variant 1535)?,0,5,3,0,1
Facial Droop,Triggered By Activity (Variant 1536)?,9,5,1,7,0
Facial Droop,Localized Or Widespread (Variant 1537)?,5,1,2,5,1
Facial Droop,Constant Or Intermittent (Variant 1538)?,6,0,3,3,0
Facial Droop,Does It Affect Daily Activities (Variant 1539)?,4,5,1,6,1
Facial Droop,Any Emergency Warning Signs (Variant 1540)?,2,5,2,1,0
Blurred Vision,Since How Many Days (Variant 1541)?,1,3,3,2,1
Blurred Vision,"Mild, Moderate Or Severe (Variant 1542)?",8,2,1,4,0
Blurred Vision,How Frequently Does It Occur (Variant 1543)?,3,4,2,8,1
Blurred Vision,When Did It Start Worsening (Variant 1544)?,7,3,3,0,0
Blurred Vision,Any Associated Symptoms Present (Variant 1545)?,0,5,1,7,1
Blurred Vision,Triggered By Activity (Variant 1546)?,9,5,2,5,0
Blurred Vision,Localized Or Widespread (Variant 1547)?,5,1,3,3,1
Blurred Vision,Constant Or Intermittent (Variant 1548)?,6,0,1,6,0
Blurred Vision,Does It Affect Daily Activities (Variant 1549)?,4,5,2,1,1
Blurred Vision,Any Emergency Warning Signs (Variant 1550)?,2,5,3,2,0
Frequent Urination,Since How Many Days (Variant 1551)?,1,3,1,4,1
Frequent Urination,"Mild, Moderate Or Severe (Variant 1552)?",8,2,2,8,0
Frequent Urination,How Frequently Does It Occur (Variant 1553)?,3,4,3,0,1
Frequent Urination,When Did It Start Worsening (Variant 1554)?,7,3,1,7,0
Frequent Urination,Any Associated Symptoms Present (Variant 1555)?,0,5,2,5,1
Frequent Urination,Triggered By Activity (Variant 1556)?,9,5,3,3,0
Frequent Urination,Localized Or Widespread (Variant 1557)?,5,1,1,6,1
Frequent Urination,Constant Or Intermittent (Variant 1558)?,6,0,2,1,0
Frequent Urination,Does It Affect Daily Activities (Variant 1559)?,4,5,3,2,1
Frequent Urination,Any Emergency Warning Signs (Variant 1560)?,2,5,1,4,0
Excess Thirst,Since How Many Days (Variant 1561)?,1,3,2,8,1
Excess Thirst,"Mild, Moderate Or Severe (Variant 1562)?",8,2,3,0,0
Excess Thirst,How Frequently Does It Occur (Variant 1563)?,3,4,1,7,1
Excess Thirst,When Did It Start Worsening (Variant 1564)?,7,3,2,5,0
Excess Thirst,Any Associated Symptoms Present (Variant 1565)?,0,5,3,3,1
Excess Thirst,Triggered By Activity (Variant 1566)?,9,5,1,6,0
Excess Thirst,Localized Or Widespread (Variant 1567)?,5,1,2,1,1
Excess Thirst,Constant Or Intermittent (Variant 1568)?,6,0,3,2,0
Excess Thirst,Does It Affect Daily Activities (Variant 1569)?,4,5,1,4,1
Excess Thirst,Any Emergency Warning Signs (Variant 1570)?,2,5,2,8,0
Heat Intolerance,Since How Many Days (Variant 1571)?,1,3,3,0,1
Heat Intolerance,"Mild, Moderate Or Severe (Variant 1572)?",8,2,1,7,0
Heat Intolerance,How Frequently Does It Occur (Variant 1573)?,3,4,2,5,1
Heat Intolerance,When Did It Start Worsening (Variant 1574)?,7,3,3,3,0
Heat Intolerance,Any Associated Symptoms Present (Variant 1575)?,0,5,1,6,1
Heat Intolerance,Triggered By Activity (Variant 1576)?,9,5,2,1,0
Heat Intolerance,Localized Or Widespread (Variant 1577)?,5,1,3,2,1
Heat Intolerance,Constant Or Intermittent (Variant 1578)?,6,0,1,4,0
Heat Intolerance,Does It Affect Daily Activities (Variant 1579)?,4,5,2,8,1
Heat Intolerance,Any Emergency Warning Signs (Variant 1580)?,2,5,3,0,0
Cold Intolerance,Since How Many Days (Variant 1581)?,1,3,1,7,1
Cold Intolerance,"Mild, Moderate Or Severe (Variant 1582)?",8,2,2,5,0
Cold Intolerance,How Frequently Does It Occur (Variant 1583)?,3,4,3,3,1
Cold Intolerance,When Did It Start Worsening (Variant 1584)?,7,3,1,6,0
Cold Intolerance,Any Associated Symptoms Present (Variant 1585)?,0,5,2,1,1
Cold Intolerance,Triggered By Activity (Variant 1586)?,9,5,3,2,0
Cold Intolerance,Localized Or Widespread (Variant 1587)?,5,1,1,4,1
Cold Intolerance,Constant Or Intermittent (Variant 1588)?,6,0,2,8,0
Cold Intolerance,Does It Affect Daily Activities (Variant 1589)?,4,5,3,0,1
Cold Intolerance,Any Emergency Warning Signs (Variant 1590)?,2,5,1,7,0
Rash,Since How Many Days (Variant 1591)?,1,3,2,5,1
Rash,"Mild, Moderate Or Severe (Variant 1592)?",8,2,3,3,0
Rash,How Frequently Does It Occur (Variant 1593)?,3,4,1,6,1
Rash,When Did It Start Worsening (Variant 1594)?,7,3,2,1,0
Rash,Any Associated Symptoms Present (Variant 1595)?,0,5,3,2,1
Rash,Triggered By Activity (Variant 1596)?,9,5,1,4,0
Rash,Localized Or Widespread (Variant 1597)?,5,1,2,8,1
Rash,Constant Or Intermittent (Variant 1598)?,6,0,3,0,0
Rash,Does It Affect Daily Activities (Variant 1599)?,4,5,1,7,1
Rash,Any Emergency Warning Signs (Variant 1600)?,2,5,2,5,0
Itching,Since How Many Days (Variant 1601)?,1,3,3,3,1
Itching,"Mild, Moderate Or Severe (Variant 1602)?",8,2,1,6,0
Itching,How Frequently Does It Occur (Variant 1603)?,3,4,2,1,1
Itching,When Did It Start Worsening (Variant 1604)?,7,3,3,2,0
Itching,Any Associated Symptoms Present (Variant 1605)?,0,5,1,4,1
Itching,Triggered By Activity (Variant 1606)?,9,5,2,8,0
Itching,Localized Or Widespread (Variant 1607)?,5,1,3,0,1
Itching,Constant Or Intermittent (Variant 1608)?,6,0,1,7,0
Itching,Does It Affect Daily Activities (Variant 1609)?,4,5,2,5,1
Itching,Any Emergency Warning Signs (Variant 1610)?,2,5,3,3,0
Skin Lesions,Since How Many Days (Variant 1611)?,1,3,1,6,1
Skin Lesions,"Mild, Moderate Or Severe (Variant 1612)?",8,2,2,1,0
Skin Lesions,How Frequently Does It Occur (Variant 1613)?,3,4,3,2,1
Skin Lesions,When Did It Start Worsening (Variant 1614)?,7,3,1,4,0
Skin Lesions,Any Associated Symptoms Present (Variant 1615)?,0,5,2,8,1
Skin Lesions,Triggered By Activity (Variant 1616)?,9,5,3,0,0
Skin Lesions,Localized Or Widespread (Variant 1617)?,5,1,1,7,1
Skin Lesions,Constant Or Intermittent (Variant 1618)?,6,0,2,5,0
Skin Lesions,Does It Affect Daily Activities (Variant 1619)?,4,5,3,3,1
Skin Lesions,Any Emergency Warning Signs (Variant 1620)?,2,5,1,6,0
Hair Loss,Since How Many Days (Variant 1621)?,1,3,2,1,1
Hair Loss,"Mild, Moderate Or Severe (Variant 1622)?",8,2,3,2,0
Hair Loss,How Frequently Does It Occur (Variant 1623)?,3,4,1,4,1
Hair Loss,When Did It Start Worsening (Variant 1624)?,7,3,2,8,0
Hair Loss,Any Associated Symptoms Present (Variant 1625)?,0,5,3,0,1
Hair Loss,Triggered By Activity (Variant 1626)?,9,5,1,7,0
Hair Loss,Localized Or Widespread (Variant 1627)?,5,1,2,5,1
Hair Loss,Constant Or Intermittent (Variant 1628)?,6,0,3,3,0
Hair Loss,Does It Affect Daily Activities (Variant 1629)?,4,5,1,6,1
Hair Loss,Any Emergency Warning Signs (Variant 1630)?,2,5,2,1,0
Insomnia,Since How Many Days (Variant 1631)?,1,3,3,2,1
Insomnia,"Mild, Moderate Or Severe (Variant 1632)?",8,2,1,4,0
Insomnia,How Frequently Does It Occur (Variant 1633)?,3,4,2,8,1
Insomnia,When Did It Start Worsening (Variant 1634)?,7,3,3,0,0
Insomnia,Any Associated Symptoms Present (Variant 1635)?,0,5,1,7,1
Insomnia,Triggered By Activity (Variant 1636)?,9,5,2,5,0
Insomnia,Localized Or Widespread (Variant 1637)?,5,1,3,3,1
Insomnia,Constant Or Intermittent (Variant 1638)?,6,0,1,6,0
Insomnia,Does It Affect Daily Activities (Variant 1639)?,4,5,2,1,1
Insomnia,Any Emergency Warning Signs (Variant 1640)?,2,5,3,2,0
Anxiety,Since How Many Days (Variant 1641)?,1,3,1,4,1
Anxiety,"Mild, Moderate Or Severe (Variant 1642)?",8,2,2,8,0
Anxiety,How Frequently Does It Occur (Variant 1643)?,3,4,3,0,1
Anxiety,When Did It Start Worsening (Variant 1644)?,7,3,1,7,0
Anxiety,Any Associated Symptoms Present (Variant 1645)?,0,5,2,5,1
Anxiety,Triggered By Activity (Variant 1646)?,9,5,3,3,0
Anxiety,Localized Or Widespread (Variant 1647)?,5,1,1,6,1
Anxiety,Constant Or Intermittent (Variant 1648)?,6,0,2,1,0
Anxiety,Does It Affect Daily Activities (Variant 1649)?,4,5,3,2,1
Anxiety,Any Emergency Warning Signs (Variant 1650)?,2,5,1,4,0
Depressed Mood,Since How Many Days (Variant 1651)?,1,3,2,8,1
Depressed Mood,"Mild, Moderate Or Severe (Variant 1652)?",8,2,3,0,0
Depressed Mood,How Frequently Does It Occur (Variant 1653)?,3,4,1,7,1
Depressed Mood,When Did It Start Worsening (Variant 1654)?,7,3,2,5,0
Depressed Mood,Any Associated Symptoms Present (Variant 1655)?,0,5,3,3,1
Depressed Mood,Triggered By Activity (Variant 1656)?,9,5,1,6,0
Depressed Mood,Localized Or Widespread (Variant 1657)?,5,1,2,1,1
Depressed Mood,Constant Or Intermittent (Variant 1658)?,6,0,3,2,0
Depressed Mood,Does It Affect Daily Activities (Variant 1659)?,4,5,1,4,1
