disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor,symptom_count
Dengue,25,9,26,44,11,13,Chills +  Vomiting,"Typhoid, Hypertension , Heart Attack",9,7
Dengue,25,9,26,44,11,13,Fatigue +  Weight Gain,"Hypothyroidism, Hypertension , Peptic Ulcer Diseae",0,7
Dengue,25,9,26,44,11,13,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Hepatitis D, Common Cold",8,7
Dengue,25,9,26,44,11,13,Vomiting +  Sunken Eyes,"Gastroenteritis, Hepatitis A, Alcoholic Hepatitis",1,7
Dengue,6,20,49,17,13,12,Joint Pain +  Vomiting,"Hepatitis A, Typhoid, Hepatitis E",3,7
Dengue,25,20,49,17,13,12,Fatigue +  Weight Loss,"Diabetes , Chronic Cholestasis, Hypoglycemia",1,7
Dengue,25,9,49,17,13,12,Muscle Weakness +  Stiff Neck,"Arthritis, Bronchial Asthma, Hepatitis C",2,7
Dengue,25,9,26,17,13,12,Itching +  Vomiting,"Jaundice, Hepatitis C, Cervical Spondylosis",6,7
Dengue,25,9,26,44,13,12,Fatigue +  Yellowish Skin,"Hepatitis C, (Vertigo) Paroymsal  Positional Vertigo, Urinary Tract Infection",5,7
Dengue,25,9,26,44,11,12,Fatigue +  Weight Gain,"Hypothyroidism, Migraine, Malaria",5,7
Typhoid,6,42,21,19,24,4,Itching +  Skin Rash,"Fungal Infection, Hepatitis B, Hepatitis D",0,7
Typhoid,6,42,21,19,12,4,Fatigue +  Yellowish Skin,"Hepatitis C, Aids, Impetigo",4,7
Typhoid,6,42,21,19,12,20,Fatigue +  Cough,"Bronchial Asthma, Hepatitis A, Hepatitis B",5,7
Typhoid,6,42,21,19,12,20,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Malaria, Drug Reaction",6,7
Typhoid,6,42,21,19,12,20,Stomach Pain +  Acidity,"Gerd, Hepatitis B, Heart Attack",4,7
Typhoid,6,42,21,19,12,20,Vomiting +  Breathlessness,"Heart Attack, Hepatitis C, Psoriasis",6,7
Typhoid,6,42,21,19,12,20,Itching +  Skin Rash,"Chicken Pox, Cervical Spondylosis, Dengue",0,7
Typhoid,6,42,21,19,12,20,Fatigue +  Cramps,"Varicose Veins, Impetigo, Hepatitis E",8,7
Typhoid,6,42,21,19,12,20,Chills +  Vomiting,"Typhoid, Arthritis, Hepatitis B",0,7
Typhoid,6,15,24,18,24,4,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Diabetes , Jaundice",5,7
Hepatitis A,16,42,53,9,24,17,Vomiting +  Fatigue,"Hepatitis D, Hypertension , Hypoglycemia",6,7
Hepatitis A,16,42,53,9,24,17,Muscle Weakness +  Stiff Neck,"Arthritis, Migraine, Jaundice",5,7
Hepatitis A,29,47,15,29,21,0,Skin Rash +  Joint Pain,"Psoriasis, Hepatitis D, Varicose Veins",7,7
Hepatitis A,16,47,15,29,21,0,Itching +  Vomiting,"Jaundice, Varicose Veins, Diabetes",0,7
Hepatitis A,16,42,15,29,21,0,Skin Rash +  Nodal Skin Eruptions,"Fungal Infection, Bronchial Asthma, (Vertigo) Paroymsal  Positional Vertigo",0,7
Hepatitis A,16,42,53,29,21,0,Chills +  Vomiting,"Tuberculosis, Drug Reaction, Osteoarthristis",7,7
Hepatitis A,16,42,53,9,21,0,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Typhoid",9,7
Hepatitis A,16,42,53,9,24,0,Joint Pain +  Vomiting,"Hepatitis E, Hepatitis B, Common Cold",9,7
Hepatitis A,16,42,53,9,24,17,Breathlessness +  Sweating,"Heart Attack, Migraine",0,7
Hepatitis A,16,42,53,9,24,17,Chills +  Vomiting,"Malaria, Hepatitis A, Drug Reaction",6,7
Hepatitis B,15,15,28,49,5,17,Itching +  Skin Rash,"Fungal Infection, Hepatitis E, Dimorphic Hemmorhoids(Piles)",9,7
Hepatitis B,15,15,28,49,5,17,Joint Pain +  Vomiting,"Hepatitis A, Typhoid, Hepatitis E",7,7
Hepatitis B,11,22,53,9,21,0,Fatigue +  Weight Loss,"Hyperthyroidism, Hepatitis E, Dengue",0,7
Hepatitis B,15,22,53,9,21,0,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Aids, Typhoid",0,7
Hepatitis B,15,15,53,9,21,0,Continuous Sneezing +  Shivering,"Allergy, Heart Attack, Peptic Ulcer Diseae",9,7
Hepatitis B,15,15,28,9,21,0,Shivering +  Chills,"Allergy, Dimorphic Hemmorhoids(Piles), Hepatitis E",4,7
Hepatitis B,15,15,28,49,21,0,Continuous Sneezing +  Shivering,"Allergy, Hypoglycemia, Chicken Pox",4,7
Hepatitis B,15,15,28,49,5,0,Skin Rash +  High Fever,"Impetigo, Hepatitis A, Hypertension",7,7
Hepatitis B,15,15,28,49,5,17,Fatigue +  Yellowish Skin,"Hepatitis C, Chronic Cholestasis, Hypothyroidism",0,7
Hepatitis B,15,15,28,49,5,17,Fatigue +  Weight Loss,"Diabetes , Dengue, Chicken Pox",4,7
Hepatitis C,11,47,33,25,10,20,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), (Vertigo) Paroymsal  Positional Vertigo, Jaundice",7,7
Hepatitis C,11,47,33,25,36,9,Fatigue +  Weight Loss,"Diabetes , Malaria, Pneumonia",2,7
Hepatitis C,33,25,29,48,10,20,Vomiting +  Fatigue,"Hypoglycemia, Dimorphic Hemmorhoids(Piles), Heart Attack",8,7
Hepatitis C,11,25,29,48,10,20,Joint Pain +  Neck Pain,"Osteoarthristis, Hyperthyroidism, Drug Reaction",7,7
Hepatitis C,11,47,29,48,10,20,Itching +  Vomiting,"Chronic Cholestasis, Bronchial Asthma, Hyperthyroidism",1,7
Hepatitis C,11,47,33,48,10,20,Fatigue +  Yellowish Skin,"Hepatitis C, Hypoglycemia, Common Cold",5,7
Hepatitis C,11,47,33,25,10,20,Itching +  Skin Rash,"Drug Reaction, Tuberculosis, Psoriasis",6,7
Hepatitis C,11,47,33,25,36,20,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Cervical Spondylosis, Tuberculosis",0,7
Hepatitis C,11,47,33,25,36,9,Itching +  Skin Rash,"Fungal Infection, Hepatitis E, Dimorphic Hemmorhoids(Piles)",1,7
Hepatitis C,11,47,33,25,36,9,Muscle Wasting +  Patches In Throat,"Aids, Urinary Tract Infection",9,7
Hepatitis D,16,42,21,49,5,20,Pain During Bowel Movements +  Pain In Anal Region,"Dimorphic Hemmorhoids(Piles), Osteoarthristis, Aids",0,7
Hepatitis D,29,15,53,9,24,17,Fatigue +  Cough,"Bronchial Asthma, Hyperthyroidism, Psoriasis",0,7
Hepatitis D,16,15,53,9,24,17,Chills +  Fatigue,"Pneumonia, Alcoholic Hepatitis, Common Cold",5,7
Hepatitis D,16,42,53,9,24,17,Fatigue +  Weight Loss,"Diabetes , Chicken Pox, Hypoglycemia",3,7
Hepatitis D,16,42,21,9,24,17,Vomiting +  Fatigue,"Hepatitis D, Diabetes , Osteoarthristis",4,7
Hepatitis D,16,42,21,49,24,17,Itching +  Vomiting,"Chronic Cholestasis, Impetigo",5,7
Hepatitis D,16,42,21,49,5,17,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Hyperthyroidism, Hepatitis A",3,7
Hepatitis D,16,42,21,49,5,20,Chills +  Vomiting,"Typhoid, Arthritis, Alcoholic Hepatitis",6,7
Hepatitis D,16,42,21,49,5,20,Fatigue +  Yellowish Skin,"Hepatitis C, Hypertension , Bronchial Asthma",6,7
Hepatitis D,16,42,21,49,5,20,Continuous Sneezing +  Chills,"Common Cold, Varicose Veins, Impetigo",3,7
Hepatitis E,16,42,21,19,37,5,Stomach Pain +  Acidity,"Gerd, Hypoglycemia, Impetigo",7,7
Hepatitis E,16,42,21,19,37,5,Itching +  Fatigue,"Hepatitis B, Dengue, Hyperthyroidism",4,7
Hepatitis E,16,42,21,19,37,5,Vomiting +  Loss Of Appetite,"Peptic Ulcer Diseae, Diabetes , Dengue",8,7
Hepatitis E,29,15,24,49,5,20,Itching +  Fatigue,"Hepatitis B, Dengue, Hyperthyroidism",4,7
Hepatitis E,16,15,24,49,5,20,Itching +  Stomach Pain,"Drug Reaction, Gerd, Hypoglycemia",5,7
Hepatitis E,16,42,24,49,5,20,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Varicose Veins, Gastroenteritis",5,7
Hepatitis E,16,42,21,49,5,20,Skin Rash +  Pus Filled Pimples,"Acne, Tuberculosis, Dengue",4,7
Hepatitis E,16,42,21,19,5,20,Itching +  Vomiting,"Chronic Cholestasis, Gastroenteritis, Allergy",6,7
Hepatitis E,16,42,21,19,37,20,Continuous Sneezing +  Shivering,"Allergy, Hepatitis E, Heart Attack",5,7
Hepatitis E,16,42,21,19,37,5,Itching +  Fatigue,"Hepatitis B, (Vertigo) Paroymsal  Positional Vertigo, Urinary Tract Infection",4,7
Alcoholic Hepatitis,29,47,0,42,7,14,Fatigue +  Weight Gain,"Hypothyroidism, Urinary Tract Infection, Osteoarthristis",4,7
Alcoholic Hepatitis,29,47,0,42,7,14,Itching +  Skin Rash,"Chicken Pox, Heart Attack, Alcoholic Hepatitis",8,7
Alcoholic Hepatitis,33,0,47,12,14,11,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, (Vertigo) Paroymsal  Positional Vertigo, Alcoholic Hepatitis",6,7
Alcoholic Hepatitis,29,0,47,12,14,11,Vomiting +  Fatigue,"Hypoglycemia, Typhoid, Paralysis (Brain Hemorrhage)",4,7
Alcoholic Hepatitis,29,47,47,12,14,11,Vomiting +  Fatigue,"Hypoglycemia, Hepatitis B, Malaria",6,7
Alcoholic Hepatitis,29,47,0,12,14,11,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Urinary Tract Infection",1,7
Alcoholic Hepatitis,29,47,0,42,14,11,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, (Vertigo) Paroymsal  Positional Vertigo, Dimorphic Hemmorhoids(Piles)",9,7
Alcoholic Hepatitis,29,47,0,42,7,11,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Alcoholic Hepatitis, Allergy",1,7
Alcoholic Hepatitis,29,47,0,42,7,14,Itching +  Skin Rash,"Fungal Infection, Aids, Dimorphic Hemmorhoids(Piles)",3,7
Alcoholic Hepatitis,29,47,0,42,7,14,Itching +  Skin Rash,"Fungal Infection, Heart Attack, Acne",6,7
Tuberculosis,6,42,21,46,4,13,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Urinary Tract Infection, Malaria",3,7
Tuberculosis,6,42,21,46,4,13,Muscle Weakness +  Stiff Neck,"Arthritis, Malaria, Paralysis (Brain Hemorrhage)",7,7
Tuberculosis,29,15,52,8,13,2,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Gastroenteritis, Osteoarthristis",4,7
Tuberculosis,6,15,52,8,13,2,Vomiting +  Breathlessness,"Heart Attack, Pneumonia, Hepatitis E",7,7
Tuberculosis,6,42,52,8,13,2,Skin Rash +  Joint Pain,"Dengue, Hepatitis D, Common Cold",0,7
Tuberculosis,6,42,21,8,13,2,Vomiting +  Fatigue,"Hypoglycemia, Typhoid, Chronic Cholestasis",4,7
Tuberculosis,6,42,21,46,13,2,Itching +  Skin Rash,"Chicken Pox, (Vertigo) Paroymsal  Positional Vertigo, Hepatitis C",4,7
Tuberculosis,6,42,21,46,4,2,Itching +  Vomiting,"Chronic Cholestasis, Impetigo, Hypothyroidism",9,7
Tuberculosis,6,42,21,46,4,13,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Common Cold, Dengue",7,7
Tuberculosis,6,42,21,46,4,13,Itching +  Skin Rash,"Chicken Pox, Dimorphic Hemmorhoids(Piles), Hepatitis C",6,7
Common Cold,8,9,21,8,13,12,Fatigue +  Cough,"Bronchial Asthma, Acne, (Vertigo) Paroymsal  Positional Vertigo",5,7
Common Cold,8,9,21,8,13,12,Itching +  Vomiting,"Jaundice, Cervical Spondylosis, Hypertension",7,7
Common Cold,6,15,14,19,12,27,Muscle Weakness +  Stiff Neck,"Arthritis, Impetigo, Migraine",5,7
Common Cold,8,15,14,19,12,27,Joint Pain +  Knee Pain,"Osteoarthristis, Alcoholic Hepatitis, Paralysis (Brain Hemorrhage)",0,7
Common Cold,8,9,14,19,12,27,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Allergy, Dengue",3,7
Common Cold,8,9,21,19,12,27,Joint Pain +  Skin Peeling,"Psoriasis, Typhoid, Gerd",6,7
Common Cold,8,9,21,8,12,27,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Diabetes , Chicken Pox",4,7
Common Cold,8,9,21,8,13,27,Fatigue +  Weight Loss,"Diabetes , Hypoglycemia, Impetigo",1,7
Common Cold,8,9,21,8,13,12,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Hepatitis E, Migraine",6,7
Common Cold,8,9,21,8,13,12,Skin Rash +  Chills,"Dengue, Osteoarthristis, Hepatitis E",5,7
Pneumonia,6,15,14,19,2,26,Indigestion +  Loss Of Appetite,"Peptic Ulcer Diseae, Varicose Veins, Osteoarthristis",6,7
Pneumonia,6,15,14,19,2,26,Chest Pain +  Dizziness,"Hypertension , Fungal Infection, Heart Attack",2,7
Pneumonia,6,15,14,19,2,26,Skin Rash +  Chills,"Dengue, Psoriasis, Alcoholic Hepatitis",2,7
Pneumonia,11,11,24,4,30,18,Weight Gain +  Cold Hands And Feets,"Hypothyroidism, Chicken Pox, Dimorphic Hemmorhoids(Piles)",2,7
Pneumonia,6,11,24,4,30,18,Joint Pain +  Neck Pain,"Osteoarthristis, Heart Attack, Fungal Infection",1,7
Pneumonia,6,15,24,4,30,18,Itching +  Skin Rash,"Chicken Pox, Hepatitis A, Dengue",1,7
Pneumonia,6,15,14,4,30,18,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Alcoholic Hepatitis, Varicose Veins",1,7
Pneumonia,6,15,14,19,30,18,Itching +  Fatigue,"Hepatitis B, Peptic Ulcer Diseae",2,7
Pneumonia,6,15,14,19,2,18,Vomiting +  Sunken Eyes,"Gastroenteritis, Acne, Impetigo",8,7
Pneumonia,6,15,14,19,2,26,Burning Micturition +  Foul Smell Of Urine,"Urinary Tract Infection, Varicose Veins, Acne",1,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Skin Rash +  Chills,"Dengue, Acne, Hepatitis C",9,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Muscle Weakness +  Stiff Neck,"Arthritis, Impetigo, Migraine",5,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Skin Rash +  Pus Filled Pimples,"Acne, Dimorphic Hemmorhoids(Piles), Fungal Infection",2,7
Dimorphic Hemmorhoids(Piles),21,29,5,22,12,20,Vomiting +  Fatigue,"Hypoglycemia, Hepatitis A, Hypertension",7,7
Dimorphic Hemmorhoids(Piles),7,29,5,22,12,20,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Impetigo, Alcoholic Hepatitis",7,7
Dimorphic Hemmorhoids(Piles),7,28,5,22,12,20,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Hepatitis E, Psoriasis",5,7
Dimorphic Hemmorhoids(Piles),7,28,37,22,12,20,Fatigue +  Anxiety,"Hypoglycemia, Common Cold, Aids",1,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,12,20,Vomiting +  Headache,"Paralysis (Brain Hemorrhage), Psoriasis, Hepatitis D",2,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Yellowish Skin +  Nausea,"Hepatitis C, Common Cold, Hepatitis A",3,7
Dimorphic Hemmorhoids(Piles),7,28,37,2,18,20,Continuous Sneezing +  Shivering,"Allergy, Drug Reaction, Aids",6,7
Heart Attack,29,6,45,6,12,20,Itching +  Skin Rash,"Fungal Infection, Urinary Tract Infection, Hypertension",0,7
Heart Attack,29,6,45,6,12,20,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Pneumonia, Aids",6,7
Heart Attack,3,39,10,19,12,20,Chills +  Vomiting,"Typhoid, Bronchial Asthma, Varicose Veins",6,7
Heart Attack,29,39,10,19,12,20,Headache +  Chest Pain,"Hypertension , Chronic Cholestasis, Gerd",9,7
Heart Attack,29,6,10,19,12,20,Fatigue +  Cough,"Bronchial Asthma, Diabetes , Dengue",7,7
Heart Attack,29,6,45,19,12,20,Fatigue +  Yellowish Skin,"Hepatitis C, Varicose Veins, Malaria",2,7
Heart Attack,29,6,45,6,12,20,Chills +  Vomiting,"Typhoid, Migraine, Drug Reaction",0,7
Heart Attack,3,39,10,19,12,20,Chills +  Fatigue,"Pneumonia, Gerd, Urinary Tract Infection",1,7
Heart Attack,29,39,10,19,12,20,Chills +  Vomiting,"Typhoid, Fungal Infection, Hypoglycemia",0,7
Heart Attack,29,6,10,19,12,20,Vomiting +  Sunken Eyes,"Gastroenteritis, Jaundice, Acne",6,7
Varicose Veins,11,12,8,30,33,28,Vomiting +  Sunken Eyes,"Gastroenteritis, Hypertension , Tuberculosis",2,7
Varicose Veins,11,12,8,30,33,28,Skin Rash +  Blackheads,"Acne, Alcoholic Hepatitis, Hepatitis C",0,7
Varicose Veins,10,7,36,43,32,23,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Osteoarthristis, Acne",6,7
Varicose Veins,11,7,36,43,32,23,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Drug Reaction, Dimorphic Hemmorhoids(Piles)",1,7
Varicose Veins,11,12,36,43,32,23,Joint Pain +  Neck Pain,"Osteoarthristis, Heart Attack, Tuberculosis",9,7
Varicose Veins,11,12,8,43,32,23,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Gerd, Gastroenteritis",5,7
Varicose Veins,11,12,8,30,32,23,Joint Pain +  Vomiting,"Hepatitis A, Hypoglycemia, Heart Attack",3,7
Varicose Veins,11,12,8,30,33,23,Chills +  Vomiting,"Tuberculosis, Chronic Cholestasis, Common Cold",1,7
Varicose Veins,11,12,8,30,33,28,Acidity +  Indigestion,"Migraine, Hepatitis C, Cervical Spondylosis",0,7
Varicose Veins,11,12,8,30,33,23,Continuous Sneezing +  Shivering,"Allergy, Heart Attack, Chronic Cholestasis",7,7
Hypothyroidism,11,45,12,27,20,8,Skin Rash +  Pus Filled Pimples,"Acne, Allergy, Diabetes",1,7
Hypothyroidism,11,45,12,27,20,8,Fatigue +  Weight Gain,"Hypothyroidism, Urinary Tract Infection, Osteoarthristis",4,7
Hypothyroidism,31,10,31,24,8,24,Continuous Sneezing +  Shivering,"Allergy, Common Cold, Gerd",4,7
Hypothyroidism,31,10,31,24,8,24,Vomiting +  Abdominal Pain,"Alcoholic Hepatitis, Hypothyroidism, Chicken Pox",9,7
Hypothyroidism,11,10,31,24,8,24,Cough +  High Fever,"Bronchial Asthma, Peptic Ulcer Diseae",4,7
Hypothyroidism,11,45,31,24,8,24,Joint Pain +  Vomiting,"Hepatitis D, Cervical Spondylosis, Aids",6,7
Hypothyroidism,11,45,12,24,8,24,Skin Rash +  Pus Filled Pimples,"Acne, Aids, Hepatitis A",6,7
Hypothyroidism,11,45,12,27,8,24,Chills +  Vomiting,"Malaria, Dengue, Migraine",0,7
Hypothyroidism,11,45,12,27,20,24,Acidity +  Indigestion,"Migraine, Urinary Tract Infection, Tuberculosis",1,7
Hypothyroidism,11,45,12,27,20,8,Fatigue +  Mood Swings,"Hyperthyroidism, (Vertigo) Paroymsal  Positional Vertigo, Peptic Ulcer Diseae",6,7
Hyperthyroidism,11,24,52,34,30,7,Chills +  Fatigue,"Tuberculosis, Malaria, Dengue",6,7
Hyperthyroidism,11,24,52,34,30,7,Skin Rash +  Chills,"Dengue, Hypertension , Alcoholic Hepatitis",1,7
Hyperthyroidism,17,46,39,40,6,10,Vomiting +  Fatigue,"Hypoglycemia, Drug Reaction, Bronchial Asthma",4,7
Hyperthyroidism,11,46,39,40,6,10,Joint Pain +  Vomiting,"Hepatitis A, Osteoarthristis, Chronic Cholestasis",2,7
Hyperthyroidism,11,24,39,40,6,10,Itching +  Vomiting,"Chronic Cholestasis, Common Cold, Chicken Pox",5,7
Hyperthyroidism,11,24,52,40,6,10,Skin Rash +  Blister,"Impetigo, Hepatitis E, Gerd",1,7
Hyperthyroidism,11,24,52,34,6,10,Continuous Sneezing +  Chills,"Common Cold, Drug Reaction, Aids",1,7
Hyperthyroidism,11,24,52,34,30,10,Vomiting +  Breathlessness,"Heart Attack, Hypoglycemia, Hepatitis C",9,7
Hyperthyroidism,11,24,52,34,30,7,Chills +  Vomiting,"Malaria, Psoriasis, Pneumonia",6,7
Hyperthyroidism,11,24,52,34,30,7,Muscle Weakness +  Stiff Neck,"Arthritis, Malaria, Psoriasis",0,7
Hypoglycemia,29,15,2,40,12,20,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Dimorphic Hemmorhoids(Piles), Gastroenteritis",8,7
Hypoglycemia,29,15,2,40,12,20,Muscle Wasting +  Patches In Throat,"Aids, Arthritis, Urinary Tract Infection",1,7
Hypoglycemia,29,15,2,40,12,20,Itching +  Skin Rash,"Drug Reaction, Osteoarthristis, Aids",9,7
Hypoglycemia,11,2,45,18,24,1,Weight Gain +  Cold Hands And Feets,"Hypothyroidism, Tuberculosis, Gerd",6,7
Hypoglycemia,29,2,45,18,24,1,Itching +  Vomiting,"Jaundice, Drug Reaction, Paralysis (Brain Hemorrhage)",3,7
Hypoglycemia,29,15,45,18,24,1,Muscle Wasting +  Patches In Throat,"Aids, Common Cold, Varicose Veins",0,7
Hypoglycemia,29,15,2,18,24,1,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Fungal Infection, Migraine",4,7
Hypoglycemia,29,15,2,40,24,1,Vomiting +  Sunken Eyes,"Gastroenteritis, Fungal Infection, Hepatitis E",0,7
Hypoglycemia,29,15,2,40,12,1,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Typhoid, Chicken Pox",4,7
Hypoglycemia,29,15,2,40,12,20,Back Pain +  Weakness In Limbs,"Cervical Spondylosis, Malaria, Impetigo",5,7
Osteoarthristis,16,26,27,20,31,22,Joint Pain +  Vomiting,"Hepatitis E, Varicose Veins, Jaundice",8,7
Osteoarthristis,16,26,27,20,31,22,Muscle Wasting +  Patches In Throat,"Aids, Fungal Infection, Hyperthyroidism",0,7
Osteoarthristis,20,21,25,41,25,20,Fatigue +  Yellowish Skin,"Hepatitis C, Varicose Veins, Dengue",1,7
Osteoarthristis,16,21,25,41,25,20,Continuous Sneezing +  Shivering,"Allergy, Peptic Ulcer Diseae, Hepatitis E",6,7
Osteoarthristis,16,26,25,41,25,20,Fatigue +  Weight Loss,"Diabetes , Malaria",7,7
Osteoarthristis,16,26,27,41,25,20,Itching +  Fatigue,"Hepatitis B, Heart Attack, Hyperthyroidism",8,7
Osteoarthristis,16,26,27,20,25,20,Vomiting +  Headache,"(Vertigo) Paroymsal  Positional Vertigo, Hepatitis C, Malaria",5,7
Osteoarthristis,16,26,27,20,31,20,Joint Pain +  Vomiting,"Hepatitis D, Hepatitis E, Alcoholic Hepatitis",0,7
Osteoarthristis,16,26,27,20,31,22,Itching +  Skin Rash,"Chicken Pox, Allergy, Dimorphic Hemmorhoids(Piles)",4,7
Osteoarthristis,16,26,27,20,31,22,Fatigue +  Mood Swings,"Hyperthyroidism, Migraine, (Vertigo) Paroymsal  Positional Vertigo",1,7
Arthritis,19,36,46,28,25,20,Weight Loss +  Restlessness,"Diabetes , Hypoglycemia, Common Cold",9,7
Arthritis,19,36,46,28,25,20,Acidity +  Indigestion,"Migraine, Typhoid, Diabetes",0,7
Arthritis,26,40,32,31,12,20,Continuous Sneezing +  Chills,"Common Cold, Aids, Urinary Tract Infection",8,7
Arthritis,19,40,32,31,12,20,Joint Pain +  Vomiting,"Hepatitis E, Tuberculosis, Acne",1,7
Arthritis,19,36,32,31,12,20,Fatigue +  Mood Swings,"Hyperthyroidism, Hepatitis B, Psoriasis",4,7
Arthritis,19,36,46,31,12,20,Joint Pain +  Vomiting,"Hepatitis D, Hepatitis A, Impetigo",3,7
Arthritis,19,36,46,28,25,20,Joint Pain +  Vomiting,"Hepatitis D, Hypothyroidism, Common Cold",7,7
Arthritis,19,36,46,28,12,20,Acidity +  Indigestion,"Migraine, Hepatitis E, Dimorphic Hemmorhoids(Piles)",7,7
Arthritis,19,36,46,28,25,20,Vomiting +  Fatigue,"Tuberculosis, Acne, Hypoglycemia",7,7
Arthritis,19,36,46,28,25,20,Itching +  Skin Rash,"Chicken Pox, Hyperthyroidism, Dimorphic Hemmorhoids(Piles)",6,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Dengue, Jaundice",6,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Varicose Veins, Dengue",6,7
(Vertigo) Paroymsal  Positional Vertigo,12,25,43,26,34,20,Itching +  Fatigue,"Hepatitis B, Aids, Dimorphic Hemmorhoids(Piles)",8,7
(Vertigo) Paroymsal  Positional Vertigo,29,25,43,26,34,20,Burning Micturition +  Bladder Discomfort,"Urinary Tract Infection, Alcoholic Hepatitis, Pneumonia",0,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,43,26,34,20,Itching +  Fatigue,"Hepatitis B, Malaria, Diabetes",6,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,26,34,20,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Typhoid",3,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,34,20,Skin Rash +  Pus Filled Pimples,"Acne, Hepatitis D, Tuberculosis",0,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,20,Headache +  Chest Pain,"Hypertension , Chronic Cholestasis, Bronchial Asthma",6,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,38,22,29,Vomiting +  Indigestion,"Peptic Ulcer Diseae, Chronic Cholestasis, Dengue",3,7
(Vertigo) Paroymsal  Positional Vertigo,29,17,33,26,34,20,Patches In Throat +  High Fever,"Aids, Hepatitis C, Alcoholic Hepatitis",5,7
Acne,25,31,3,35,12,20,Fatigue +  Yellowish Skin,"Hepatitis C, Hypoglycemia, Aids",1,7
Acne,25,31,3,35,12,20,Itching +  Vomiting,"Jaundice, Impetigo, Acne",4,7
Acne,23,3,40,19,12,20,Fatigue +  Cramps,"Varicose Veins, Jaundice, Dimorphic Hemmorhoids(Piles)",6,7
Acne,25,3,40,19,12,20,Continuous Sneezing +  Chills,"Common Cold, Heart Attack, Gerd",6,7
Acne,25,31,40,19,12,20,Stomach Pain +  Acidity,"Gerd, Hypoglycemia, Malaria",6,7
Acne,25,31,3,19,12,20,Vomiting +  Yellowish Skin,"Alcoholic Hepatitis, Osteoarthristis, Hepatitis D",5,7
Acne,25,31,3,35,12,20,Joint Pain +  Vomiting,"Hepatitis E, Impetigo, Jaundice",6,7
Acne,25,31,3,19,12,20,Joint Pain +  Vomiting,"Hepatitis E, Pneumonia, Alcoholic Hepatitis",3,7
Acne,25,31,40,19,12,20,Chills +  Vomiting,"Tuberculosis, Hepatitis D, Arthritis",0,7
Acne,25,3,40,19,12,20,Acidity +  Indigestion,"Migraine, Hyperthyroidism, Bronchial Asthma",1,7
Urinary Tract Infection,4,4,22,7,12,20,Constipation +  Pain During Bowel Movements,"Dimorphic Hemmorhoids(Piles), Gerd, Impetigo",1,7
